date,institutional,other,individual,foreign,total,ticker
2021.5.31,38630523950,-6359361000,-69962008150,37690845200,0,055550
2021.6.30,-93220902150,6483195900,1.30518E+11,-43780721550,0,055550
2021.7.31,-38430063800,7897382300,1.20774E+11,-90240962100,0,055550
2021.8.31,-14515327900,-1393251550,16787376950,-878797500,0,055550
2021.9.30,-2109461250,-1148864450,-1.13024E+11,1.16282E+11,0,055550
2021.10.31,-50079273850,-7820331000,57874082800,25522050,0,055550
2021.11.30,-50873132900,6259878950,1.77266E+11,-1.32653E+11,0,055550
2021.12.31,-26003666250,2700917450,-47087923700,70390672500,0,055550
2013.4.30,-88700229400,-11412052100,-3.56369E+11,4.56481E+11,0,066570
2013.5.31,-2.22271E+11,9690769200,4.17327E+11,-2.04747E+11,0,066570
2013.6.30,-95654104100,-1696414900,2.23348E+11,-1.25998E+11,0,066570
2013.7.31,-49593237600,3758375700,1.42567E+11,-96732028800,0,066570
2013.8.31,1.49534E+11,-7309288600,-49282511200,-92942072100,0,066570
2013.9.30,-1.51293E+11,-5549638900,73311459800,83531043700,0,066570
2013.10.31,-1.38521E+11,-10103446600,2.44016E+11,-95391659000,0,066570
2013.11.30,20743560200,-1211670000,36564247200,-56096137400,0,066570
2013.12.31,60462066773,700916800,-27929754700,-33233228873,0,066570
2014.1.31,35341300800,435448000,-56698507500,20921758700,0,066570
2014.2.28,-1.42033E+11,-3613702700,1.69198E+11,-23552027800,0,066570
2014.3.31,65716380800,3345919500,-98843559700,29781259400,0,066570
2014.4.30,-6054311700,-5218770600,-3.2386E+11,3.35133E+11,0,066570
2014.5.31,84115732800,787869100,-1.86877E+11,1.01973E+11,0,066570
2014.6.30,22640838200,-11300030100,-1.2481E+11,1.13469E+11,0,066570
2014.7.31,-69903375900,-1464636000,-51622577500,1.22991E+11,0,066570
2014.8.31,7700960900,-1407105500,-1.43987E+11,1.37693E+11,0,066570
2014.9.30,-1.54435E+11,-7852395000,96397986900,65889357000,0,066570
2014.10.31,-76775325300,83265800,-11693629000,88385688500,0,066570
2014.11.30,-20653068300,4549166900,32570502900,-16466601500,0,066570
2014.12.31,-1.08861E+11,-6306654500,1.02195E+11,12973195400,0,066570
2015.1.31,-47764833200,-978437800,-2211731200,50955002200,0,066570
2015.2.28,-25661131090,-3833486300,42783531600,-13288914210,0,066570
2015.3.31,-1.39494E+11,-1068544800,1.37006E+11,3556023000,0,066570
2015.4.30,-1.16422E+11,-3353638100,61947133800,57828261500,0,066570
2015.5.31,-94246980900,-1397158900,1.88347E+11,-92703070900,0,066570
2015.6.30,-80328879700,1078992050,1.32129E+11,-52879195550,0,066570
2015.7.31,-84633253050,-97617050,1.78568E+11,-93836679300,0,066570
2015.8.31,45697938600,910220550,14840609300,-61448768450,0,066570
2015.9.30,59087380000,-1311597800,-50333528050,-7442254150,0,066570
2015.10.31,33005069900,869396200,-1.01852E+11,67977479500,0,066570
2015.11.30,1.75515E+11,577930750,-1.68772E+11,-7320540000,0,066570
2015.12.31,71332048450,-532450850,-13935029100,-56864568500,0,066570
2016.1.31,1.90567E+11,932998900,-1.98869E+11,7368255700,0,066570
2016.2.29,55333627000,-4263065300,-2.1645E+11,1.6538E+11,0,066570
2016.3.31,-1.40176E+11,404572800,38849708900,1.00921E+11,0,066570
2016.4.30,-1.3198E+11,1264536000,99607941500,31107031000,0,066570
2016.5.31,11020315500,-52645100,39974492100,-50942162500,0,066570
2016.6.30,-11416149400,650747100,-37854216300,48619618600,0,066570
2016.7.31,-20568828400,-120041300,-12955999300,33644869000,0,066570
2016.8.31,-68411245700,-1550182900,1.16194E+11,-46232811600,0,066570
2016.9.30,-1.24273E+11,714589350,1.61063E+11,-37505184350,0,066570
2016.10.31,-64023203400,1711417050,28898969050,33412817300,0,066570
2016.11.30,-19106524800,1938650100,51713401000,-34545526300,0,066570
2016.12.31,60969663950,-452164500,-1.3891E+11,78392327000,0,066570
2017.1.31,62949813100,-1437714400,-1.27356E+11,65843578000,0,066570
2017.2.28,40691859800,-2858533100,-2.41536E+11,2.03703E+11,0,066570
2017.3.31,-72698604800,-15017360600,-2.99597E+11,3.87313E+11,0,066570
2017.4.30,-4415527700,-7632995300,-1.09084E+11,1.21133E+11,0,066570
2017.5.31,50557790400,-6151320400,-2.30608E+11,1.86202E+11,0,066570
2017.6.30,-20941526800,2232919400,14204911200,4503696200,0,066570
2017.7.31,-36888260800,4724933100,1.76677E+11,-1.44514E+11,0,066570
2017.8.31,2.59718E+11,966029100,-2.16329E+11,-44355094600,0,066570
2017.9.30,1.19878E+11,-502574800,-1.51911E+11,32535904200,0,066570
2017.10.31,3996008100,-2769209600,-2.62512E+11,2.61286E+11,0,066570
2017.11.30,-74644309700,1797702400,-1.42095E+11,2.14942E+11,0,066570
2017.12.31,2.09242E+11,-10077833100,-3.42696E+11,1.43532E+11,0,066570
2018.1.31,-1.35636E+11,-1425940000,91909004500,45152931500,0,066570
2018.2.28,5502661200,1565697100,-55744541100,48676182800,0,066570
2018.3.31,1.88957E+11,328821200,-2.60312E+11,71025780500,0,066570
2018.4.30,-1.601E+11,504765700,1.58634E+11,961171400,0,066570
2018.5.31,-1.72908E+11,1436558800,1.15756E+11,55714731600,0,066570
2018.6.30,-2.33732E+11,519873500,1.22404E+11,1.10808E+11,0,066570
2018.7.31,-4083837500,5069991400,1.79064E+11,-1.80051E+11,0,066570
2018.8.31,1.43692E+11,1191006200,61339521900,-2.06223E+11,0,066570
2018.9.30,-50177764800,118039000,2.17327E+11,-1.67267E+11,0,066570
2018.10.31,-7177523600,-456135000,-4268107900,11901766500,0,066570
2018.11.30,1.41048E+11,-7017262000,-1.62112E+11,28081475900,0,066570
2018.12.31,-62417434600,-561847000,94605873900,-31626592300,0,066570
2019.1.31,73367781400,-241341300,-17840522700,-55285917400,0,066570
2019.2.28,1.43522E+11,-942208900,-1.24357E+11,-18223030200,0,066570
2019.3.31,53677041400,-2624693400,-80986490800,29934142800,0,066570
2019.4.30,-1.60895E+11,3550753800,-5479517300,1.62824E+11,0,066570
2019.5.31,-5686446500,1123484100,-1.38053E+11,1.42616E+11,0,066570
2019.6.30,-10450802200,-576657600,-90817239800,1.01845E+11,0,066570
2019.7.31,-1.82006E+11,-8179505900,1.53567E+11,36618421500,0,066570
2019.8.31,15479966100,-347555700,64036833300,-79169243700,0,066570
2019.9.30,41259625400,73863200,-13997338300,-27336150300,0,066570
2019.10.31,-1039590300,560716700,-14585411600,15064285200,0,066570
2019.11.30,32220206100,-465155700,-85316235400,53561185000,0,066570
2019.12.31,13850054500,478490000,-63055127600,48726583100,0,066570
2020.1.31,-48385272800,414826600,93119436500,-45148990300,0,066570
2020.2.29,7719891000,-930497800,30602576600,-37391969800,0,066570
2020.3.31,5594403750,1121650150,1.3739E+11,-1.44106E+11,0,066570
2020.4.30,-1359446100,433354350,65892838700,-64966746950,0,066570
2020.5.31,4945269600,-1955134800,-48968287600,45978152800,0,066570
2020.6.30,1.49702E+11,1156980500,-1.43148E+11,-7710930000,0,066570
2020.7.31,-1769304900,942661800,-2.01476E+11,2.02303E+11,0,066570
2020.8.31,99359721200,-5136751500,-2.63124E+11,1.68901E+11,0,066570
2020.9.30,54066635400,1397561600,-1.00045E+11,44580650200,0,066570
2020.10.31,-2.02607E+11,2113905600,67749769500,1.32743E+11,0,066570
2020.11.30,-2.03673E+11,496680300,1.91254E+11,11922947400,0,066570
2020.12.31,1.19136E+11,-4421033800,-2.35715E+11,1.21E+11,0,066570
2021.1.31,-81874947000,37958407500,7.81646E+11,-7.37729E+11,0,066570
2021.2.28,-24409607500,15678509000,4.36076E+11,-4.27345E+11,0,066570
2021.3.31,-61760632000,19796825000,3.01958E+11,-2.59994E+11,0,066570
2021.4.30,-40025141500,-5679391000,-10422359500,56126892000,0,066570
2021.5.31,-1.31233E+11,-7385395000,2.57528E+11,-1.18909E+11,0,066570
2021.6.30,63967306000,-3748535000,-1.43614E+11,83395645500,0,066570
2021.7.31,-46670996000,7064265000,-1.73057E+11,2.12664E+11,0,066570
2021.8.31,-1.06439E+11,-3629704000,2.20029E+11,-1.0996E+11,0,066570
2021.9.30,-1.67894E+11,4074386500,3.94583E+11,-2.30764E+11,0,066570
2021.10.31,-1.10706E+11,1568744500,1.52764E+11,-43627332000,0,066570
2021.11.30,20835951500,-1654926500,-17750450500,-1430574500,0,066570
2021.12.31,3.00727E+11,-7712100500,-1.27666E+11,-1.65349E+11,0,066570
2013.4.30,13779421600,-1015887000,-12400752250,-362782350,0,047050
2013.5.31,-62843630950,-1126173000,25764195500,38205608450,0,047050
2013.6.30,-25432266500,-306266500,19465473300,6273059700,0,047050
2013.7.31,-31754830500,-192401000,-4037793550,35985025050,0,047050
2013.8.31,-39831334750,1653611500,4813631700,33364091550,0,047050
2013.9.30,-8078687200,-323504000,-23567808500,31969999700,0,047050
2013.10.31,-1211701250,2972754000,-19555688750,17794636000,0,047050
2013.11.30,7494655900,-1574922500,-2596945600,-3322787800,0,047050
2013.12.31,12373674000,362892000,-18549304500,5812738500,0,047050
2014.1.31,-8409000450,-1559184500,-201255500,10169440450,0,047050
2014.2.28,7763480750,-492071650,-6604812850,-666596250,0,047050
2014.3.31,-19377241700,-3182613000,24661547700,-2101693000,0,047050
2014.4.30,-23317281800,4329878000,8321272900,10666130900,0,047050
2014.5.31,-37171917950,410589600,23649514300,13111814050,0,047050
2014.6.30,35483694150,-1224539800,-31194853350,-3064301000,0,047050
2014.7.31,-43457609850,-2639156500,-29023772350,75120538700,0,047050
2014.8.31,-16599193050,255840500,2724300750,13619051800,0,047050
2014.9.30,-33238566600,-400554850,77711750,33561409700,0,047050
2014.10.31,-22897567600,1038412650,-1557941350,23417096300,0,047050
2014.11.30,5353657508,-282784300,-9144612750,4073739542,0,047050
2014.12.31,20737788150,-1070428750,12192682250,-31860041650,0,047050
2015.1.31,-36411381450,1107436700,22628155450,12675789300,0,047050
2015.2.28,17451708650,89931850,-8366943700,-9174696800,0,047050
2015.3.31,-44741552600,-782350200,40138114950,5385787850,0,047050
2015.4.30,2453189500,37208200,-28754010100,26263612400,0,047050
2015.5.31,-30899245250,-773241600,13708809750,17963677100,0,047050
2015.6.30,-31849454200,-84350,15433223050,16416315500,0,047050
2015.7.31,-4995676250,-246730100,25615616050,-20373209700,0,047050
2015.8.31,13832726650,664117600,-12967865400,-1528978850,0,047050
2015.9.30,925274926,816640900,7651985300,-9393901126,0,047050
2015.10.31,-6438808400,-493102750,13518518200,-6586607050,0,047050
2015.11.30,2070700800,124249700,2832448200,-5027398700,0,047050
2015.12.31,5004714800,-84711200,9386875050,-14306878650,0,047050
2016.1.31,15617870600,-693791400,4928427650,-19852506850,0,047050
2016.2.29,-863591800,84184850,-25944401200,26723808150,0,047050
2016.3.31,14754987200,-417160600,-16707497500,2369670900,0,047050
2016.4.30,6934863350,-2593713100,-25839703150,21498552900,0,047050
2016.5.31,-18982505950,936306000,-2792708600,20838908550,0,047050
2016.6.30,2068656600,279220200,-24296172600,21948295800,0,047050
2016.7.31,-29801850200,265848900,12916097100,16619904200,0,047050
2016.8.31,11423210350,30462550,-14639554900,3185882000,0,047050
2016.9.30,11302251900,-191275300,-13336393250,2225416650,0,047050
2016.10.31,11640524250,-579330950,-18919995750,7858802450,0,047050
2016.11.30,23244404200,-31410500,-15313928800,-7899064900,0,047050
2016.12.31,-6047048200,148259300,-7452983200,13351772100,0,047050
2017.1.31,-2024994000,113840700,800003100,1111150200,0,047050
2017.2.28,-26004343450,-106038300,7943206800,18167174950,0,047050
2017.3.31,-31785032100,54268350,21109566100,10621197650,0,047050
2017.4.30,16405400550,29771900,-1150591600,-15284580850,0,047050
2017.5.31,-9171129150,57974800,15100831150,-5987676800,0,047050
2017.6.30,-4543640800,217723500,9125735100,-4799817800,0,047050
2017.7.31,18339614250,-82219500,-10277636500,-7979758250,0,047050
2017.8.31,12936852000,205728200,14418646000,-27561226200,0,047050
2017.9.30,13096327600,1481465400,18307371550,-32885164550,0,047050
2017.10.31,-1267270000,-162681800,23246850000,-21816898200,0,047050
2017.11.30,9594959150,-328386350,35762067850,-45028640650,0,047050
2017.12.31,4994002600,284920200,14315875800,-19594798600,0,047050
2018.1.31,58211950100,1242914000,-83045068300,23590204200,0,047050
2018.2.28,7126565550,-277925150,5692809800,-12541450200,0,047050
2018.3.31,46727550050,-679949050,-21175226400,-24872374600,0,047050
2018.4.30,-19661894750,-502560900,-9844736150,30009191800,0,047050
2018.5.31,-21090518400,464944100,6292539900,14333034400,0,047050
2018.6.30,-29591754100,162188500,10711438250,18718127350,0,047050
2018.7.31,-14715058600,687340000,21805180050,-7777461450,0,047050
2018.8.31,-15728552600,99263600,16720625300,-1091336300,0,047050
2018.9.30,32848140000,-619594550,-25892114400,-6336431050,0,047050
2018.10.31,10560697750,-522965800,-8509186900,-1528545050,0,047050
2018.11.30,11310307850,-917499250,-8888533450,-1504275150,0,047050
2018.12.31,-880680350,245865750,2985930800,-2351116200,0,047050
2019.1.31,20507756550,-636245300,-13218678700,-6652832550,0,047050
2019.2.28,-16513907650,180788250,7186013700,9147105700,0,047050
2019.3.31,-9863828850,9459700,13467982700,-3613613550,0,047050
2019.4.30,-3316026300,513223000,7838279000,-5035475700,0,047050
2019.5.31,-4854452350,148043000,7180601250,-2474191900,0,047050
2019.6.30,581193100,-511158350,-15918001950,15847967200,0,047050
2019.7.31,-2907276450,51144550,-14995626750,17851758650,0,047050
2019.8.31,-4278336250,-229885000,-3854788400,8363009650,0,047050
2019.9.30,-8751847850,153264050,-10173589500,18772173300,0,047050
2019.10.31,-10189530050,50741000,2578438950,7560350100,0,047050
2019.11.30,-4985297600,-219525300,-1781062100,6985885000,0,047050
2019.12.31,491243900,157549000,-9501629300,8852836400,0,047050
2020.1.31,-12958051850,384930100,16607625600,-4034503850,0,047050
2020.2.29,117564200,-3708373750,11452477600,-7861668050,0,047050
2020.3.31,-15332851040,289052550,10460139240,4583659250,0,047050
2020.4.30,4092455400,108690150,-4617368450,416222900,0,047050
2020.5.31,118991100,-1681912200,-14496355600,16059276700,0,047050
2020.6.30,-7110295050,221775450,2751166850,4137352750,0,047050
2020.7.31,-2464778900,465171950,2363971300,-364364350,0,047050
2020.8.31,967162400,352950450,-698754950,-621357900,0,047050
2020.9.30,-940759800,150835800,8144456550,-7354532550,0,047050
2020.10.31,7198912400,1512103700,-95404450,-8615611650,0,047050
2020.11.30,-5970390650,-185276800,40251786000,-34096118550,0,047050
2020.12.31,9976728050,3335040950,13753816900,-27065585900,0,047050
2021.1.31,159705700,-223259200,13556919450,-13493365950,0,047050
2021.2.28,61047589350,-3010050000,1197792950,-59235332300,0,047050
2021.3.31,-15688731400,-3542623000,-6347874200,25579228600,0,047050
2021.4.30,-47080242150,772101150,5345534650,40962606350,0,047050
2021.5.31,4361343300,-325204850,-5923677000,1887538550,0,047050
2021.6.30,20585842800,2126149400,-16929362500,-5782629700,0,047050
2021.7.31,91806950,1520776300,-47901971100,46289387850,0,047050
2021.8.31,5802228500,635356250,55463587550,-61901172300,0,047050
2021.9.30,38147892400,6195486900,14665014700,-59008394000,0,047050
2021.10.31,-3133246650,149090500,59858961000,-56874804850,0,047050
2021.11.30,-16404152100,2093878350,37196037050,-22885763300,0,047050
2021.12.31,26729762550,-3364071650,-41710483650,18344792750,0,047050
2013.4.30,1.28274E+11,135449500,-1.11639E+11,-16770341750,0,032830
2013.5.31,47278698500,-2300110000,-38250312000,-6728276500,0,032830
2013.6.30,1.83586E+11,-2367414000,-2.03794E+11,22575039000,0,032830
2013.7.31,56719492500,-3366947000,-48849829000,-4502716500,0,032830
2013.8.31,7238394000,-5524368000,-1521180500,-192845500,0,032830
2013.9.30,87781535000,-3.03446E+11,9071524000,2.06593E+11,0,032830
2013.10.31,-62767498000,2005794000,-18819109500,79580813500,0,032830
2013.11.30,-34683687000,-786716000,23676905500,11793497500,0,032830
2013.12.31,-4165447900,-795582800,-15541205200,20502235900,0,032830
2014.1.31,-12932359400,3553005700,-20154859100,29534212800,0,032830
2014.2.28,85385794000,112037500,-15249706500,-70248125000,0,032830
2014.3.31,34912686800,-1457875500,-13787945300,-19666866000,0,032830
2014.4.30,1.48568E+11,-3.11422E+11,46479250300,1.16375E+11,0,032830
2014.5.31,21218251800,-3248275200,-52728005200,34758028600,0,032830
2014.6.30,-98193244180,-2.51442E+11,-65110194800,4.14746E+11,0,032830
2014.7.31,-27737739300,-4348971100,-45882940100,77969650500,0,032830
2014.8.31,56227020000,329312000,-1.2162E+11,65063673000,0,032830
2014.9.30,1.03817E+11,-5079972500,-51109766000,-47627191500,0,032830
2014.10.31,79397816000,-3826571000,-84898269000,9327024000,0,032830
2014.11.30,63203946500,-10026268500,-90737846000,37560168000,0,032830
2014.12.31,-22119620000,-5427711500,-21841704500,49389036000,0,032830
2015.1.31,-68261748500,-919000000,14627514000,54553234500,0,032830
2015.2.28,-12224455596,1928074000,89534069500,-79237687904,0,032830
2015.3.31,-67733608000,505122800,85557580600,-18329095400,0,032830
2015.4.30,41687186900,-3178833200,-97783224800,59274871100,0,032830
2015.5.31,3.15333E+11,-6.59126E+11,-97664342000,4.41457E+11,0,032830
2015.6.30,-24651877500,-1133127000,-28988516000,54773520500,0,032830
2015.7.31,-70359793200,-653703800,12272814100,58740682900,0,032830
2015.8.31,-23971236500,-141659600,44421130900,-20308234800,0,032830
2015.9.30,-53712833200,397106100,14555658900,38760068200,0,032830
2015.10.31,14927494200,-24390524700,-1.20481E+11,1.29944E+11,0,032830
2015.11.30,54480858000,461848000,-110917000,-54831789000,0,032830
2015.12.31,1.8781E+11,-3782245500,-61423398500,-1.22604E+11,0,032830
2016.1.31,1.66981E+11,-2441694900,-8424683000,-1.56114E+11,0,032830
2016.2.29,2.05724E+11,-5388819000,-87380824000,-1.12954E+11,0,032830
2016.3.31,2.63128E+11,-7959978000,-87868912500,-1.673E+11,0,032830
2016.4.30,25571828000,-14581669500,3486982500,-14477141000,0,032830
2016.5.31,51954156500,8257060000,30736577500,-90947794000,0,032830
2016.6.30,271007100,895189700,41264286900,-42430483700,0,032830
2016.7.31,-52057111500,2818463800,57644643100,-8405995400,0,032830
2016.8.31,56807993500,-1854311800,-54029568300,-924113400,0,032830
2016.9.30,43564912000,-1932813000,-34810927000,-6821172000,0,032830
2016.10.31,1.03082E+11,-7608661000,-70528661500,-24944544500,0,032830
2016.11.30,36710727000,-566743500,-92472348000,56328364500,0,032830
2016.12.31,-5388099500,-649070500,-16940972500,22978142500,0,032830
2017.1.31,-46895256500,-129896500,-7072142500,54097295500,0,032830
2017.2.28,-1960424000,178410000,25695511000,-23913497000,0,032830
2017.3.31,1716788000,1195317500,-18381189500,15469084000,0,032830
2017.4.30,8539549500,-285516000,2111589500,-10365623000,0,032830
2017.5.31,84471724500,-2831704000,-1.53156E+11,71515984000,0,032830
2017.6.30,-98875760500,502305500,32670205000,65703250000,0,032830
2017.7.31,1.85129E+11,-3.51861E+11,-25047456500,1.91779E+11,0,032830
2017.8.31,22539091000,-1679606000,40525417500,-61384902500,0,032830
2017.9.30,24042347000,1061409500,7967727500,-33071484000,0,032830
2017.10.31,1.09491E+11,-3330115000,-1.28236E+11,22074920500,0,032830
2017.11.30,-19223666500,2913548000,-4478882500,20789001000,0,032830
2017.12.31,-5343973500,-55979500,186299000,5213654000,0,032830
2018.1.31,34925764500,586881500,-37106745000,1594099000,0,032830
2018.2.28,25849645000,-2344917500,24848395000,-48353122500,0,032830
2018.3.31,-28223392500,-32688000,80491387000,-52235306500,0,032830
2018.4.30,37600598500,5929548000,4763573000,-48293719500,0,032830
2018.5.31,-80238004000,889933500,82598087000,-3250016500,0,032830
2018.6.30,-91570751600,2712762000,57840966800,31017022800,0,032830
2018.7.31,-29616934200,2010511300,29001706700,-1395283800,0,032830
2018.8.31,-51269452100,526295200,40235117900,10508039000,0,032830
2018.9.30,-32973403700,144804900,-5334441400,38163040200,0,032830
2018.10.31,-1657664200,-2801388000,-16116949600,20576001800,0,032830
2018.11.30,-64796446500,-651103300,45097286800,20350263000,0,032830
2018.12.31,1584784300,-1533063100,22563512100,-22615233300,0,032830
2019.1.31,11053984200,915009500,-57352012500,45383018800,0,032830
2019.2.28,-13760697600,-3305950700,-8666280600,25732928900,0,032830
2019.3.31,-1068453000,-1608319700,12104430800,-9427658100,0,032830
2019.4.30,-24426743100,3651054700,15729421000,5046267400,0,032830
2019.5.31,-16283793000,202668500,36486962300,-20405837800,0,032830
2019.6.30,27517470800,-132487400,-23072781900,-4312201500,0,032830
2019.7.31,11412741200,581207000,24926094800,-36920043000,0,032830
2019.8.31,2490150700,486172800,17391615500,-20367939000,0,032830
2019.9.30,35508574000,-268419900,-5875184800,-29364969300,0,032830
2019.10.31,15555906300,2122211300,2844338900,-20522456500,0,032830
2019.11.30,19051259300,90281700,209885400,-19351426400,0,032830
2019.12.31,45134732800,500045000,-15537253000,-30097524800,0,032830
2020.1.31,-42485996500,1959640300,19170520000,21355836200,0,032830
2020.2.29,-49540091300,900590500,40968487900,7671012900,0,032830
2020.3.31,-7535161850,1776391400,1.11322E+11,-1.05563E+11,0,032830
2020.4.30,14046248300,3957460700,85575267500,-1.03579E+11,0,032830
2020.5.31,-16362485450,-7853753150,97316248550,-73100009950,0,032830
2020.6.30,9831670850,-5845735650,19231966800,-23217902000,0,032830
2020.7.31,14363210300,6107642500,-31140725350,10669872550,0,032830
2020.8.31,24249260900,-19254475000,21623975650,-26618761550,0,032830
2020.9.30,-43398403500,-3620471300,39890093900,7128780900,0,032830
2020.10.31,-10860890500,4600584700,-6828685700,13088991500,0,032830
2020.11.30,51477650200,3688843000,-11601218500,-43565274700,0,032830
2020.12.31,9969027000,27898762400,-27091589500,-10776199900,0,032830
2021.1.31,-55820828900,-24247751900,22522618500,57545962300,0,032830
2021.2.28,44326094100,215849500,-52971635400,8429691800,0,032830
2021.3.31,446978800,1290798200,-73098363400,71360586400,0,032830
2021.4.30,-18274406600,-4508902600,-13343111700,36126420900,0,032830
2021.5.31,6282853800,-4715184300,-7680399300,6112729800,0,032830
2021.6.30,-92927519100,790848900,70532041900,21604628300,0,032830
2021.7.31,-28369318400,412960000,60870995600,-32914637200,0,032830
2021.8.31,-13965761800,2745235500,30857355500,-19636829200,0,032830
2021.9.30,-4720382400,-567972000,-5763975500,11052329900,0,032830
2021.10.31,-4977034700,3983548600,65676522700,-64683036600,0,032830
2021.11.30,-41191112700,9166549400,87338512700,-55313949400,0,032830
2021.12.31,-2.12874E+11,1.79437E+11,5589231700,27848428500,0,032830
2013.4.30,1.53633E+11,11185676000,-77632524300,-87186313090,0,015760
2013.5.31,-1.72898E+11,-1369887000,3.13174E+11,-1.38907E+11,0,015760
2013.6.30,70557043550,6335343700,82819707750,-1.59712E+11,0,015760
2013.7.31,67490084650,1610493450,-1.12829E+11,43728161800,0,015760
2013.8.31,86689563950,7494864800,-1.53236E+11,59051302900,0,015760
2013.9.30,-1.02517E+11,-935413000,-3687389150,1.07139E+11,0,015760
2013.10.31,-1.18885E+11,4797531050,87320809450,26766324300,0,015760
2013.11.30,1.94128E+11,-66364883200,-1.91257E+11,63494121450,0,015760
2013.12.31,1.70865E+11,11045882600,-1.25336E+11,-56575152250,0,015760
2014.1.31,11833705900,3980767400,-53313221600,37498748300,0,015760
2014.2.28,-1.12291E+11,-15248316900,-68486694600,1.96026E+11,0,015760
2014.3.31,-86704070350,-12262644300,339275200,98627439450,0,015760
2014.4.30,-1.2326E+11,-8076591500,-1.28385E+11,2.59722E+11,0,015760
2014.5.31,-2.31223E+11,-8032114800,-20926474800,2.60181E+11,0,015760
2014.6.30,-61099484760,-3329919300,24947226300,39482177760,0,015760
2014.7.31,-6700394300,-11706477650,-1.47783E+11,1.6619E+11,0,015760
2014.8.31,-1.05964E+11,-7644495250,-2561940700,1.16171E+11,0,015760
2014.9.30,1.45606E+11,-7388902900,-66754519200,-71462806050,0,015760
2014.10.31,5.81032E+11,-8.51714E+11,65899413150,2.04783E+11,0,015760
2014.11.30,-92526421850,-13616722350,54703216150,51439928050,0,015760
2014.12.31,-1.3936E+11,-12815337350,10586956350,1.41589E+11,0,015760
2015.1.31,-64091634750,1128817250,-52022767700,1.14986E+11,0,015760
2015.2.28,-12316785500,-933091300,-81430988550,94680865350,0,015760
2015.3.31,-84675940950,-699396900,-54404727700,1.3978E+11,0,015760
2015.4.30,-1.32099E+11,-3715679800,-39362167550,1.75177E+11,0,015760
2015.5.31,-70335081250,-1982112750,11023207550,61293986450,0,015760
2015.6.30,49714586500,-3107203100,-8160949750,-38446433650,0,015760
2015.7.31,20738588000,1042841250,-1.66052E+11,1.44271E+11,0,015760
2015.8.31,1562123950,1613911300,15696548200,-18872583450,0,015760
2015.9.30,18785453800,10547550,-12038588600,-6757412750,0,015760
2015.10.31,-19016478250,-507270350,-42539748750,62063497350,0,015760
2015.11.30,-97317905150,2682307300,65301584300,29334013550,0,015760
2015.12.31,6615930600,-2061172250,-43022046650,38467288300,0,015760
2016.1.31,20513934150,-2731260600,-1.06422E+11,88639172500,0,015760
2016.2.29,-38772433800,-4689599600,-58604426400,1.02066E+11,0,015760
2016.3.31,-49011706200,-3170725500,8643628800,43538802900,0,015760
2016.4.30,-93318236500,85099200,4833292100,88399845200,0,015760
2016.5.31,-14516259100,-1523588300,-14258589300,30298436700,0,015760
2016.6.30,-74696975700,121304000,41455588500,33120083200,0,015760
2016.7.31,8451330500,-302166200,-13988384500,5839220200,0,015760
2016.8.31,-1.23634E+11,230041700,1.24317E+11,-913827900,0,015760
2016.9.30,-2.0505E+11,722145700,88908473600,1.15419E+11,0,015760
2016.10.31,18124130350,10332897250,2.12779E+11,-2.41237E+11,0,015760
2016.11.30,1.36592E+11,2940742550,1.55673E+11,-2.95207E+11,0,015760
2016.12.31,-68782385800,-3236280300,1.474E+11,-75381691150,0,015760
2017.1.31,-1.2227E+11,2426864800,61533934600,58309681600,0,015760
2017.2.28,61729436250,-1303127850,41803486050,-1.0223E+11,0,015760
2017.3.31,-1.29662E+11,-5343944500,-1.12111E+11,2.47117E+11,0,015760
2017.4.30,-2.05488E+11,-1388796650,1.44972E+11,61904645500,0,015760
2017.5.31,-1.41539E+11,-1556073400,2.90281E+11,-1.47185E+11,0,015760
2017.6.30,14672968850,616015950,66892115550,-82181100350,0,015760
2017.7.31,61140976200,-139520700,-3.09052E+11,2.48051E+11,0,015760
2017.8.31,54324664600,-482124550,-85194737600,31352197550,0,015760
2017.9.30,-44979208350,3035154200,1.94022E+11,-1.52078E+11,0,015760
2017.10.31,-47447463050,3335506400,74800444150,-30688487500,0,015760
2017.11.30,-97322530150,671580800,1.69308E+11,-72656552600,0,015760
2017.12.31,97678610250,-1304812350,-36749662850,-59624135050,0,015760
2018.1.31,-1.79884E+11,4876890300,2.3011E+11,-55102951850,0,015760
2018.2.28,-28858309050,-137077450,48396446350,-19401059850,0,015760
2018.3.31,13993968300,1214824300,36220180500,-51428973100,0,015760
2018.4.30,2.80738E+11,4934754150,-1.67786E+11,-1.17887E+11,0,015760
2018.5.31,24908733400,2816449450,31001793300,-58726976150,0,015760
2018.6.30,1.11166E+11,-1109371000,30757121200,-1.40813E+11,0,015760
2018.7.31,57231975700,-136752200,14017075850,-71112299350,0,015760
2018.8.31,-34363503650,-244716300,1.08722E+11,-74114211250,0,015760
2018.9.30,-49822504700,-88315150,85671760800,-35760940950,0,015760
2018.10.31,89795860450,-4155975250,-24652015250,-60987869950,0,015760
2018.11.30,93809348950,3166906200,-79724999000,-17251256150,0,015760
2018.12.31,73884262500,1885303800,-1.77251E+11,1.01481E+11,0,015760
2019.1.31,-1.0259E+11,500383150,-90402208950,1.92492E+11,0,015760
2019.2.28,34770958250,-286650,-77727153550,42956481950,0,015760
