date,institutional,other,individual,foreign,total,ticker
2016.9.30,-6923126500,-4723111000,-31280290500,42926528000,0,086280
2016.10.31,-27997928500,-2390628500,16830234500,13558322500,0,086280
2016.11.30,-67096493500,318382500,19076775500,47701335500,0,086280
2016.12.31,-67591129500,-848156500,48724174500,19715111500,0,086280
2017.1.31,9489643500,-886233000,-35887859000,27284448500,0,086280
2017.2.28,-22760125000,-737843500,19674915500,3823053000,0,086280
2017.3.31,-64119998500,3335791500,69097932500,-8313725500,0,086280
2017.4.30,-15019061000,5571676000,16063901000,-6616516000,0,086280
2017.5.31,24899911000,-12383039500,-48273338500,35756467000,0,086280
2017.6.30,-25474921500,-2418982500,-12742239500,40636143500,0,086280
2017.7.31,54952138000,-6910925000,-47547867000,-493346000,0,086280
2017.8.31,44258095000,-671030500,-21103404000,-22483660500,0,086280
2017.9.30,-5987486500,3962974500,20335009500,-18310497500,0,086280
2017.10.31,-14927586000,5878151000,10304188000,-1254753000,0,086280
2017.11.30,-5432028500,2327075000,43781910500,-40676957000,0,086280
2017.12.31,-36474875000,1685662000,44193572000,-9404359000,0,086280
2018.1.31,-47607087500,8565483000,12360078500,26681526000,0,086280
2018.2.28,20510083000,-5698794500,-45416099000,30604810500,0,086280
2018.3.31,26812142000,-1854277500,-10145708500,-14812156000,0,086280
2018.4.30,12704211000,-13181006000,-1499938500,1976733500,0,086280
2018.5.31,-1.07202E+11,10615392000,95416180000,1170133500,0,086280
2018.6.30,-32982107000,-1716075500,24908438000,9789744500,0,086280
2018.7.31,50843645500,-1116183000,-41707486500,-8019976000,0,086280
2018.8.31,-40392561500,5707976000,12377011500,22307574000,0,086280
2018.9.30,5410447000,195130500,-7276169000,1670591500,0,086280
2018.10.31,4216249000,-2255684500,1884300500,-3844865000,0,086280
2018.11.30,40961278000,-6593260500,-24795788000,-9572229500,0,086280
2018.12.31,23514424500,-1368939000,-20996557000,-1148928500,0,086280
2019.1.31,13756143000,-1906473500,-23356104000,11506434500,0,086280
2019.2.28,-17327777500,-512390500,-6005635500,23845803500,0,086280
2019.3.31,-52810574000,324945500,22745677000,29739951500,0,086280
2019.4.30,44844975500,-2071290000,-94745243500,51971558000,0,086280
2019.5.31,-23995612000,-395512000,-25648071000,50039195000,0,086280
2019.6.30,-1244773000,-751650000,-11039717500,13036140500,0,086280
2019.7.31,-11354510000,-722265000,-10412996000,22489771000,0,086280
2019.8.31,-5302415000,-1498271000,-12587728500,19388414500,0,086280
2019.9.30,-12835370000,-82444000,4086164000,8831650000,0,086280
2019.10.31,-1395336500,-65915500,1860974500,-399722500,0,086280
2019.11.30,5960879500,-56961500,-4568171000,-1335747000,0,086280
2019.12.31,-13712628000,-157923500,12126172500,1744379000,0,086280
2020.1.31,8026755500,280292500,-11447871500,3140823500,0,086280
2020.2.29,-3497362000,-28192500,23507372000,-19981817500,0,086280
2020.3.31,-6607393600,373652600,21106838700,-14873097700,0,086280
2020.4.30,51188400,-374634000,20380760600,-20057315000,0,086280
2020.5.31,16803798500,1034884200,7314683800,-25153366500,0,086280
2020.6.30,-10221046500,5694909000,18486727000,-13960589500,0,086280
2020.7.31,32491582500,-4484780500,4551476500,-32558278500,0,086280
2020.8.31,39100282000,-246577500,-64976749000,26123044500,0,086280
2020.9.30,-45110613500,1641297000,5800515000,37668801500,0,086280
2020.10.31,-2.15059E+11,22744683000,1.46648E+11,45666826000,0,086280
2020.11.30,-54945360500,3427798000,49757912500,1759650000,0,086280
2020.12.31,-27988983000,-22721463000,63185180500,-12474734500,0,086280
2021.1.31,-33931221000,1488723500,66407526000,-33965028500,0,086280
2021.2.28,-22447849500,-5480698000,2.20437E+11,-1.92508E+11,0,086280
2021.3.31,-44626827000,1208649500,18752963500,24665214000,0,086280
2021.4.30,-43261754500,-65162500,27855139000,15471778000,0,086280
2021.5.31,17836863000,-919271000,-76148059000,59230467000,0,086280
2021.6.30,1.48306E+11,-2943968000,-1.76594E+11,31232050000,0,086280
2021.7.31,1200824000,899863000,-21087688000,18987001000,0,086280
2021.8.31,11092514000,127509000,-3292068500,-7927954500,0,086280
2021.9.30,-55840980500,1213777000,69375698000,-14748494500,0,086280
