date,BPS,PER,PBR,EPS,DIV,DPS,ticker
2017.10.31,65605,8.73,0.76,5736,2.89,1450,055550
2017.11.30,65605,8.75,0.77,5736,2.89,1450,055550
2017.12.31,65605,8.21,0.72,5736,3.08,1450,055550
2018.1.31,65605,8.61,0.75,5736,2.94,1450,055550
2018.2.28,65605,9.17,0.8,5736,2.76,1450,055550
2018.3.31,65605,8.1,0.71,5736,3.12,1450,055550
2018.4.30,65605,7.91,0.69,5736,3.19,1450,055550
2018.5.31,69210,7.87,0.7,6116,3.01,1450,055550
2018.6.30,69210,7.24,0.64,6116,3.27,1450,055550
2018.7.31,69210,7.04,0.62,6116,3.37,1450,055550
2018.8.31,69210,7.08,0.63,6116,3.35,1450,055550
2018.9.30,69210,7.18,0.63,6116,3.3,1450,055550
2018.10.31,69210,7.38,0.65,6116,3.21,1450,055550
2018.11.30,69210,6.89,0.61,6116,3.44,1450,055550
2018.12.31,69210,6.81,0.6,6116,3.48,1450,055550
2019.1.31,69210,6.44,0.57,6116,3.68,1450,055550
2019.2.28,69210,7.11,0.63,6116,3.33,1450,055550
2019.3.31,69210,7,0.62,6116,3.39,1450,055550
2019.4.30,69210,7.15,0.63,6116,3.31,1450,055550
2019.5.31,75339,6.86,0.6,6579,3.54,1600,055550
2019.6.30,75339,6.86,0.6,6579,3.54,1600,055550
2019.7.31,75339,6.85,0.6,6579,3.55,1600,055550
2019.8.31,75339,6.72,0.59,6579,3.62,1600,055550
2019.9.30,75339,6.21,0.54,6579,3.92,1600,055550
2019.10.31,75339,6.44,0.56,6579,3.78,1600,055550
2019.11.30,75339,6.48,0.57,6579,3.75,1600,055550
2019.12.31,75339,6.63,0.58,6579,3.67,1600,055550
2020.1.31,75339,6.48,0.57,6579,3.76,1600,055550
2020.2.29,75339,5.97,0.52,6579,4.07,1600,055550
2020.3.31,75339,4.89,0.43,6579,4.97,1600,055550
2020.4.30,75339,4.07,0.36,6579,5.98,1600,055550
2020.5.31,79682,4.26,0.37,7000,6.21,1850,055550
2020.6.30,79682,4.39,0.39,7000,6.03,1850,055550
2020.7.31,79682,4.24,0.37,7000,6.23,1850,055550
2020.8.31,79682,4.27,0.38,7000,6.19,1850,055550
2020.9.30,79682,4.29,0.38,7000,6.16,1850,055550
2020.10.31,79682,4.08,0.36,7000,6.48,1850,055550
2020.11.30,79682,4.54,0.4,7000,5.83,1850,055550
2020.12.31,79682,4.74,0.42,7000,5.58,1850,055550
2021.1.31,79682,4.51,0.4,7000,5.86,1850,055550
2021.2.28,79682,4.49,0.39,7000,5.88,1850,055550
2021.3.31,79682,4.75,0.42,7000,5.56,1850,055550
2021.4.30,79682,5.26,0.46,7000,5.03,1850,055550
2021.5.31,82515,5.87,0.47,6654,3.84,1500,055550
2021.6.30,82515,6.46,0.52,6654,3.49,1500,055550
2021.7.31,82515,6.03,0.49,6654,3.74,1500,055550
2021.8.31,82515,5.8,0.47,6654,3.89,1500,055550
2021.9.30,82515,5.9,0.48,6654,3.82,1500,055550
2021.10.31,82515,5.97,0.48,6654,3.78,1500,055550
2021.11.30,82515,5.76,0.46,6654,3.92,1500,055550
2021.12.31,82515,5.3,0.43,6654,4.26,1500,055550
2013.4.30,71303,0,1.12,0,0.25,200,066570
2013.5.31,68872,232.51,1.24,366,0.24,200,066570
2013.6.30,68872,222.13,1.18,366,0.25,200,066570
2013.7.31,68872,200.27,1.06,366,0.27,200,066570
2013.8.31,68872,196.45,1.04,366,0.28,200,066570
2013.9.30,68872,200,1.06,366,0.27,200,066570
2013.10.31,68872,193.44,1.03,366,0.28,200,066570
2013.11.30,68872,186.34,0.99,366,0.29,200,066570
2013.12.31,68872,185.79,0.99,366,0.29,200,066570
2014.1.31,68872,183.06,0.97,366,0.3,200,066570
2014.2.28,68872,174.32,0.93,366,0.31,200,066570
2014.3.31,68872,167.21,0.89,366,0.33,200,066570
2014.4.30,68872,178.14,0.95,366,0.31,200,066570
2014.5.31,64917,71.55,1.08,977,0.29,200,066570
2014.6.30,64917,76.87,1.16,977,0.27,200,066570
2014.7.31,64917,75.23,1.13,977,0.27,200,066570
2014.8.31,64917,78.51,1.18,977,0.26,200,066570
2014.9.30,64917,77.99,1.17,977,0.26,200,066570
2014.10.31,64917,64.28,0.97,977,0.32,200,066570
2014.11.30,64917,66.73,1,977,0.31,200,066570
2014.12.31,64917,65.3,0.98,977,0.31,200,066570
2015.1.31,64917,60.18,0.91,977,0.34,200,066570
2015.2.28,64917,61.92,0.93,977,0.33,200,066570
2015.3.31,64917,61.92,0.93,977,0.33,200,066570
2015.4.30,64917,59.98,0.9,977,0.34,200,066570
2015.5.31,64808,26.98,0.92,2213,0.67,400,066570
2015.6.30,64808,25.03,0.85,2213,0.72,400,066570
2015.7.31,64808,21.6,0.74,2213,0.84,400,066570
2015.8.31,64808,18.55,0.63,2213,0.97,400,066570
2015.9.30,64808,19.59,0.67,2213,0.92,400,066570
2015.10.31,64808,20.63,0.7,2213,0.88,400,066570
2015.11.30,64808,22.96,0.78,2213,0.79,400,066570
2015.12.31,64808,24.85,0.85,2213,0.73,400,066570
2016.1.31,64808,23.72,0.81,2213,0.76,400,066570
2016.2.29,64808,25.71,0.88,2213,0.7,400,066570
2016.3.31,64808,29.28,1,2213,0.62,400,066570
2016.4.30,64808,27.52,0.94,2213,0.66,400,066570
2016.5.31,64294,86.01,0.92,686,0.68,400,066570
2016.6.30,64294,81.78,0.87,686,0.71,400,066570
2016.7.31,64294,80.32,0.86,686,0.73,400,066570
2016.8.31,64294,78.13,0.83,686,0.75,400,066570
2016.9.30,64294,74.49,0.79,686,0.78,400,066570
2016.10.31,64294,69.02,0.74,686,0.84,400,066570
2016.11.30,64294,69.02,0.74,686,0.84,400,066570
2016.12.31,64294,67.42,0.72,686,0.86,400,066570
2017.1.31,64294,75.22,0.8,686,0.78,400,066570
2017.2.28,64294,84.4,0.9,686,0.69,400,066570
2017.3.31,64294,89.8,0.96,686,0.65,400,066570
2017.4.30,64294,100.15,1.07,686,0.58,400,066570
2017.5.31,66288,166.82,1.06,422,0.57,400,066570
2017.6.30,66288,192.65,1.23,422,0.49,400,066570
2017.7.31,66288,191.71,1.22,422,0.49,400,066570
2017.8.31,66288,161.85,1.03,422,0.59,400,066570
2017.9.30,66288,198.1,1.26,422,0.48,400,066570
2017.10.31,66288,191.47,1.22,422,0.5,400,066570
2017.11.30,66288,218.72,1.39,422,0.43,400,066570
2017.12.31,66288,221.56,1.41,422,0.43,400,066570
2018.1.31,66288,259.48,1.65,422,0.37,400,066570
2018.2.28,66288,245.26,1.56,422,0.39,400,066570
2018.3.31,66288,239.34,1.52,422,0.4,400,066570
2018.4.30,66288,261.85,1.67,422,0.36,400,066570
2018.5.31,73129,10.6,1.39,9579,0.39,400,066570
2018.6.30,73129,9.21,1.21,9579,0.45,400,066570
2018.7.31,73129,8.32,1.09,9579,0.5,400,066570
2018.8.31,73129,7.86,1.03,9579,0.53,400,066570
2018.9.30,73129,8.01,1.05,9579,0.52,400,066570
2018.10.31,73129,7.42,0.97,9579,0.56,400,066570
2018.11.30,73129,6.89,0.9,9579,0.61,400,066570
2018.12.31,73129,7.77,1.02,9579,0.54,400,066570
2019.1.31,73129,6.56,0.86,9579,0.64,400,066570
2019.2.28,73129,6.83,0.89,9579,0.61,400,066570
2019.3.31,73129,7.43,0.97,9579,0.56,400,066570
2019.4.30,73129,8.02,1.05,9579,0.52,400,066570
2019.5.31,78820,11.16,0.97,6882,0.98,750,066570
2019.6.30,78820,11.77,1.03,6882,0.93,750,066570
2019.7.31,78820,11.15,0.97,6882,0.98,750,066570
2019.8.31,78820,9.31,0.81,6882,1.17,750,066570
2019.9.30,78820,8.92,0.78,6882,1.22,750,066570
2019.10.31,78820,9.66,0.84,6882,1.13,750,066570
2019.11.30,78820,9.76,0.85,6882,1.12,750,066570
2019.12.31,78820,10.22,0.89,6882,1.07,750,066570
2020.1.31,78820,10.32,0.9,6882,1.06,750,066570
2020.2.29,78820,9.43,0.82,6882,1.16,750,066570
2020.3.31,78820,8.73,0.76,6882,1.25,750,066570
2020.4.30,78820,6.99,0.61,6882,1.56,750,066570
2020.5.31,79245,326.63,0.7,169,1.36,750,066570
2020.6.30,79245,350.3,0.75,169,1.27,750,066570
2020.7.31,79245,381.07,0.81,169,1.16,750,066570
2020.8.31,79245,437.87,0.93,169,1.01,750,066570
2020.9.30,79245,518.93,1.11,169,0.86,750,066570
2020.10.31,79245,544.97,1.16,169,0.81,750,066570
2020.11.30,79245,505.92,1.08,169,0.88,750,066570
2020.12.31,79245,508.88,1.09,169,0.87,750,066570
2021.1.31,79245,840.24,1.79,169,0.53,750,066570
2021.2.28,79245,934.91,1.99,169,0.47,750,066570
2021.3.31,79245,881.66,1.88,169,0.5,750,066570
2021.4.30,79245,940.83,2.01,169,0.47,750,066570
2021.5.31,85368,14.19,1.82,10926,0.77,1200,066570
2021.6.30,85368,13.87,1.77,10926,0.79,1200,066570
2021.7.31,85368,14.83,1.9,10926,0.74,1200,066570
2021.8.31,85368,14.32,1.83,10926,0.77,1200,066570
2021.9.30,85368,12.9,1.65,10926,0.85,1200,066570
2021.10.31,85368,11.49,1.47,10926,0.96,1200,066570
2021.11.30,85368,11.03,1.41,10926,1,1200,066570
2021.12.31,85368,10.98,1.41,10926,1,1200,066570
2013.4.30,18485,19.02,2.13,2072,0.51,200,047050
2013.5.31,19213,19.37,1.96,1946,0.8,300,047050
2013.6.30,19213,18.45,1.87,1946,0.84,300,047050
2013.7.31,19213,17.96,1.82,1946,0.86,300,047050
2013.8.31,19213,19.78,2,1946,0.78,300,047050
2013.9.30,19213,18.27,1.85,1946,0.84,300,047050
2013.10.31,19213,19.48,1.97,1946,0.79,300,047050
2013.11.30,19213,19.89,2.01,1946,0.78,300,047050
2013.12.31,19213,19.53,1.98,1946,0.79,300,047050
2014.1.31,19213,21.07,2.13,1946,0.73,300,047050
2014.2.28,19213,21.38,2.17,1946,0.72,300,047050
2014.3.31,19213,21.48,2.18,1946,0.72,300,047050
2014.4.30,19213,20.02,2.03,1946,0.77,300,047050
2014.5.31,19561,28.75,1.78,1214,0.86,300,047050
2014.6.30,19561,26.24,1.63,1214,0.94,300,047050
2014.7.31,19561,29.45,1.83,1214,0.84,300,047050
2014.8.31,19561,30.81,1.91,1214,0.8,300,047050
2014.9.30,19561,30.31,1.88,1214,0.82,300,047050
2014.10.31,19561,30.52,1.89,1214,0.81,300,047050
2014.11.30,19561,27.88,1.73,1214,0.89,300,047050
2014.12.31,19561,24.71,1.53,1214,1,300,047050
2015.1.31,19561,25.04,1.55,1214,0.99,300,047050
2015.2.28,19561,23.52,1.46,1214,1.05,300,047050
2015.3.31,19561,24.09,1.5,1214,1.03,300,047050
2015.4.30,19561,21.46,1.33,1214,1.15,300,047050
2015.5.31,20887,19.1,1.48,1620,1.62,500,047050
2015.6.30,20887,16.05,1.24,1620,1.92,500,047050
2015.7.31,20887,16.08,1.25,1620,1.92,500,047050
2015.8.31,20887,12.69,0.98,1620,2.43,500,047050
2015.9.30,20887,13.06,1.01,1620,2.36,500,047050
2015.10.31,20887,12.59,0.98,1620,2.45,500,047050
2015.11.30,20887,11.98,0.93,1620,2.58,500,047050
2015.12.31,20887,11.98,0.93,1620,2.58,500,047050
2016.1.31,20887,9.75,0.76,1620,3.16,500,047050
2016.2.29,20887,9.29,0.72,1620,3.32,500,047050
2016.3.31,20887,12.35,0.96,1620,2.5,500,047050
2016.4.30,20887,13.24,1.03,1620,2.33,500,047050
2016.5.31,21442,20.98,1.11,1132,2.11,500,047050
2016.6.30,21442,21.51,1.14,1132,2.05,500,047050
2016.7.31,21442,21.2,1.12,1132,2.08,500,047050
2016.8.31,21442,20.05,1.06,1132,2.2,500,047050
2016.9.30,21442,20.36,1.07,1132,2.17,500,047050
2016.10.31,21442,22.31,1.18,1132,1.98,500,047050
2016.11.30,21442,20.89,1.1,1132,2.11,500,047050
2016.12.31,21442,23.59,1.25,1132,1.87,500,047050
2017.1.31,21442,24.25,1.28,1132,1.82,500,047050
2017.2.28,21442,23.32,1.23,1132,1.89,500,047050
2017.3.31,21442,21.55,1.14,1132,2.05,500,047050
2017.4.30,21442,20.49,1.08,1132,2.16,500,047050
2017.5.31,22093,24.62,1.09,977,2.08,500,047050
2017.6.30,22093,24.67,1.09,977,2.07,500,047050
2017.7.31,22093,22.82,1.01,977,2.24,500,047050
2017.8.31,22093,25.38,1.12,977,2.02,500,047050
2017.9.30,22093,21.85,0.97,977,2.34,500,047050
2017.10.31,22093,19.65,0.87,977,2.6,500,047050
2017.11.30,22093,19.75,0.87,977,2.59,500,047050
2017.12.31,22093,18.58,0.82,977,2.75,500,047050
2018.1.31,22093,19.19,0.85,977,2.67,500,047050
2018.2.28,22093,25.18,1.11,977,2.03,500,047050
2018.3.31,22093,19.86,0.88,977,2.58,500,047050
2018.4.30,22093,23.44,1.04,977,2.18,500,047050
2018.5.31,22774,15.69,0.99,1444,2.21,500,047050
2018.6.30,22774,16.17,1.03,1444,2.14,500,047050
2018.7.31,22774,14.06,0.89,1444,2.46,500,047050
2018.8.31,22774,13.12,0.83,1444,2.64,500,047050
2018.9.30,22774,12.57,0.8,1444,2.75,500,047050
2018.10.31,22774,14.96,0.95,1444,2.31,500,047050
2018.11.30,22774,12.05,0.76,1444,2.87,500,047050
2018.12.31,22774,13.5,0.86,1444,2.56,500,047050
2019.1.31,22774,12.19,0.77,1444,2.84,500,047050
2019.2.28,22774,13.54,0.86,1444,2.56,500,047050
2019.3.31,22774,12.98,0.82,1444,2.67,500,047050
2019.4.30,22774,12.64,0.8,1444,2.74,500,047050
2019.5.31,23402,14.59,0.78,1258,3.27,600,047050
2019.6.30,23402,13.63,0.73,1258,3.5,600,047050
2019.7.31,23402,14.9,0.8,1258,3.2,600,047050
2019.8.31,23402,14.9,0.8,1258,3.2,600,047050
2019.9.30,23402,14.75,0.79,1258,3.23,600,047050
2019.10.31,23402,15.02,0.81,1258,3.17,600,047050
2019.11.30,23402,14.63,0.79,1258,3.26,600,047050
2019.12.31,23402,14.63,0.79,1258,3.26,600,047050
2020.1.31,23402,14.59,0.78,1258,3.27,600,047050
2020.2.29,23402,13.12,0.71,1258,3.64,600,047050
2020.3.31,23402,11.76,0.63,1258,4.05,600,047050
2020.4.30,23402,8.51,0.46,1258,5.61,600,047050
2020.5.31,24703,8.07,0.55,1697,5.11,700,047050
2020.6.30,24703,9.19,0.63,1697,4.49,700,047050
2020.7.31,24703,8.4,0.58,1697,4.91,700,047050
2020.8.31,24703,8.01,0.55,1697,5.15,700,047050
2020.9.30,24703,8.31,0.57,1697,4.96,700,047050
2020.10.31,24703,8.04,0.55,1697,5.13,700,047050
2020.11.30,24703,7.84,0.54,1697,5.26,700,047050
2020.12.31,24703,8.04,0.55,1697,5.13,700,047050
2021.1.31,24703,8.57,0.59,1697,4.81,700,047050
2021.2.28,24703,10.78,0.74,1697,3.83,700,047050
2021.3.31,24703,12.76,0.88,1697,3.23,700,047050
2021.4.30,24703,11.99,0.82,1697,3.44,700,047050
2021.5.31,25598,10.81,0.82,1934,3.35,700,047050
2021.6.30,25598,10.75,0.81,1934,3.37,700,047050
2021.7.31,25598,12.23,0.92,1934,2.96,700,047050
2021.8.31,25598,13.21,1,1934,2.74,700,047050
2021.9.30,25598,11.71,0.88,1934,3.09,700,047050
2021.10.31,25598,12.59,0.95,1934,2.87,700,047050
2021.11.30,25598,10.96,0.83,1934,3.3,700,047050
2021.12.31,25598,10.01,0.76,1934,3.62,700,047050
2013.4.30,90315,21.54,1.14,4781,1.94,2000,032830
2013.5.31,90315,22.69,1.2,4781,1.84,2000,032830
2013.6.30,90315,22.17,1.17,4781,1.89,2000,032830
2013.7.31,90315,22.48,1.19,4781,1.86,2000,032830
2013.8.31,108358,21.25,0.99,5058,1.4,1500,032830
2013.9.30,108358,20.66,0.96,5058,1.44,1500,032830
2013.10.31,108358,20.76,0.97,5058,1.43,1500,032830
2013.11.30,108358,20.66,0.96,5058,1.44,1500,032830
2013.12.31,108358,20.17,0.94,5058,1.47,1500,032830
2014.1.31,108358,20.07,0.94,5058,1.48,1500,032830
2014.2.28,108358,20.36,0.95,5058,1.46,1500,032830
2014.3.31,108358,19.77,0.92,5058,1.5,1500,032830
2014.4.30,108358,19.71,0.92,5058,1.5,1500,032830
2014.5.31,94850,30.92,1,3056,0.9,850,032830
2014.6.30,94850,32.43,1.04,3056,0.86,850,032830
2014.7.31,94850,33.05,1.06,3056,0.84,850,032830
2014.8.31,94850,34.69,1.12,3056,0.8,850,032830
2014.9.30,94850,35.34,1.14,3056,0.79,850,032830
2014.10.31,94850,34.69,1.12,3056,0.8,850,032830
2014.11.30,94850,37.96,1.22,3056,0.73,850,032830
2014.12.31,94850,40.09,1.29,3056,0.69,850,032830
2015.1.31,94850,37.63,1.21,3056,0.74,850,032830
2015.2.28,94850,36.65,1.18,3056,0.76,850,032830
2015.3.31,94850,32.1,1.03,3056,0.87,850,032830
2015.4.30,94850,31.51,1.02,3056,0.88,850,032830
2015.5.31,111025,15.29,0.97,7062,1.67,1800,032830
2015.6.30,111025,15.36,0.98,7062,1.66,1800,032830
2015.7.31,111025,14.8,0.94,7062,1.72,1800,032830
2015.8.31,111025,15.22,0.97,7062,1.67,1800,032830
2015.9.30,111025,13.79,0.88,7062,1.85,1800,032830
2015.10.31,111025,13.92,0.89,7062,1.83,1800,032830
2015.11.30,111025,16.14,1.03,7062,1.58,1800,032830
2015.12.31,111025,14.94,0.95,7062,1.71,1800,032830
2016.1.31,111025,15.08,0.96,7062,1.69,1800,032830
2016.2.29,111025,15.65,1,7062,1.63,1800,032830
2016.3.31,111025,15.86,1.01,7062,1.61,1800,032830
2016.4.30,111025,16.57,1.05,7062,1.54,1800,032830
2016.5.31,118229,16.83,0.91,6418,1.67,1800,032830
2016.6.30,118229,16.13,0.88,6418,1.74,1800,032830
2016.7.31,118229,15.57,0.84,6418,1.8,1800,032830
2016.8.31,118229,15.3,0.83,6418,1.83,1800,032830
2016.9.30,118229,16.52,0.9,6418,1.7,1800,032830
2016.10.31,118229,16.36,0.89,6418,1.71,1800,032830
2016.11.30,118229,16.98,0.92,6418,1.65,1800,032830
2016.12.31,118229,18.07,0.98,6418,1.55,1800,032830
2017.1.31,118229,17.14,0.93,6418,1.64,1800,032830
2017.2.28,118229,16.98,0.92,6418,1.65,1800,032830
2017.3.31,118229,17.06,0.93,6418,1.64,1800,032830
2017.4.30,118229,16.98,0.92,6418,1.65,1800,032830
2017.5.31,133221,9.69,0.83,11407,1.09,1200,032830
2017.6.30,133221,10.65,0.91,11407,0.99,1200,032830
2017.7.31,133221,10.26,0.88,11407,1.03,1200,032830
2017.8.31,133221,11.18,0.96,11407,0.94,1200,032830
2017.9.30,133221,9.91,0.85,11407,1.06,1200,032830
2017.10.31,133221,9.99,0.86,11407,1.05,1200,032830
2017.11.30,133221,12.05,1.03,11407,0.87,1200,032830
2017.12.31,133221,11.05,0.95,11407,0.95,1200,032830
2018.1.31,133221,10.74,0.92,11407,0.98,1200,032830
2018.2.28,133221,11.27,0.96,11407,0.93,1200,032830
2018.3.31,133221,10.52,0.9,11407,1,1200,032830
2018.4.30,133221,10.43,0.89,11407,1.01,1200,032830
2018.5.31,146795,17.63,0.78,6494,1.75,2000,032830
2018.6.30,146795,15.78,0.7,6494,1.95,2000,032830
2018.7.31,146795,14.72,0.65,6494,2.09,2000,032830
2018.8.31,146795,14.88,0.66,6494,2.07,2000,032830
2018.9.30,146795,14.23,0.63,6494,2.16,2000,032830
2018.10.31,146795,14.8,0.65,6494,2.08,2000,032830
2018.11.30,146795,14.03,0.62,6494,2.2,2000,032830
2018.12.31,146795,13.43,0.59,6494,2.29,2000,032830
2019.1.31,146795,12.37,0.55,6494,2.49,2000,032830
2019.2.28,146795,13.58,0.6,6494,2.27,2000,032830
2019.3.31,146795,13.58,0.6,6494,2.27,2000,032830
2019.4.30,146795,12.94,0.57,6494,2.38,2000,032830
2019.5.31,144510,9.11,0.58,9268,3.14,2650,032830
2019.6.30,144510,8.96,0.57,9268,3.19,2650,032830
2019.7.31,144510,9.07,0.58,9268,3.15,2650,032830
2019.8.31,144510,8.18,0.52,9268,3.5,2650,032830
2019.9.30,144510,7.37,0.47,9268,3.88,2650,032830
2019.10.31,144510,7.76,0.5,9268,3.69,2650,032830
2019.11.30,144510,7.63,0.49,9268,3.75,2650,032830
2019.12.31,144510,7.82,0.5,9268,3.66,2650,032830
2020.1.31,144510,7.89,0.51,9268,3.63,2650,032830
2020.2.29,144510,7.33,0.47,9268,3.9,2650,032830
2020.3.31,144510,6.13,0.39,9268,4.67,2650,032830
2020.4.30,144510,4.4,0.28,9268,6.5,2650,032830
2020.5.31,178335,8.64,0.26,5443,5.63,2650,032830
2020.6.30,178335,8.54,0.26,5443,5.7,2650,032830
2020.7.31,178335,8.25,0.25,5443,5.9,2650,032830
2020.8.31,178335,8.7,0.27,5443,5.6,2650,032830
2020.9.30,178335,12.05,0.37,5443,4.04,2650,032830
2020.10.31,178335,11.17,0.34,5443,4.36,2650,032830
2020.11.30,178335,11.76,0.36,5443,4.14,2650,032830
2020.12.31,178335,13.32,0.41,5443,3.66,2650,032830
2021.1.31,178335,14.33,0.44,5443,3.4,2650,032830
2021.2.28,178335,13.04,0.4,5443,3.73,2650,032830
2021.3.31,178335,14.4,0.44,5443,3.38,2650,032830
2021.4.30,178335,14.24,0.43,5443,3.42,2650,032830
2021.5.31,209474,12.06,0.41,7049,2.94,2500,032830
2021.6.30,209474,11.92,0.4,7049,2.98,2500,032830
2021.7.31,209474,11.24,0.38,7049,3.16,2500,032830
2021.8.31,209474,10.75,0.36,7049,3.3,2500,032830
2021.9.30,209474,10.51,0.35,7049,3.37,2500,032830
2021.10.31,209474,10.17,0.34,7049,3.49,2500,032830
2021.11.30,209474,9.63,0.32,7049,3.68,2500,032830
2021.12.31,209474,8.77,0.3,7049,4.05,2500,032830
2013.4.30,82980,0,0.38,0,0,0,015760
2013.5.31,77713,0,0.42,0,0,0,015760
2013.6.30,77713,0,0.34,0,0,0,015760
2013.7.31,77713,0,0.34,0,0,0,015760
2013.8.31,77713,0,0.37,0,0,0,015760
2013.9.30,77713,0,0.39,0,0,0,015760
2013.10.31,77713,0,0.38,0,0,0,015760
2013.11.30,77713,0,0.36,0,0,0,015760
2013.12.31,77713,0,0.41,0,0,0,015760
2014.1.31,77713,0,0.44,0,0,0,015760
2014.2.28,77713,0,0.46,0,0,0,015760
2014.3.31,77713,0,0.48,0,0,0,015760
2014.4.30,77713,0,0.48,0,0,0,015760
2014.5.31,78290,420.31,0.52,96,0.22,90,015760
2014.6.30,78290,409.9,0.5,96,0.23,90,015760
2014.7.31,78290,393.75,0.48,96,0.24,90,015760
2014.8.31,78290,448.96,0.55,96,0.21,90,015760
2014.9.30,78290,439.06,0.54,96,0.21,90,015760
2014.10.31,78290,507.81,0.62,96,0.18,90,015760
2014.11.30,78290,478.13,0.59,96,0.2,90,015760
2014.12.31,78290,486.98,0.6,96,0.19,90,015760
2015.1.31,78290,444.79,0.55,96,0.21,90,015760
2015.2.28,78290,453.13,0.56,96,0.21,90,015760
2015.3.31,78290,461.98,0.57,96,0.2,90,015760
2015.4.30,78290,478.65,0.59,96,0.2,90,015760
2015.5.31,83496,11.18,0.57,4290,1.04,500,015760
2015.6.30,83496,10.61,0.54,4290,1.1,500,015760
2015.7.31,83496,10.8,0.56,4290,1.08,500,015760
2015.8.31,83496,12.17,0.63,4290,0.96,500,015760
2015.9.30,83496,11.31,0.58,4290,1.03,500,015760
2015.10.31,83496,11.42,0.59,4290,1.02,500,015760
2015.11.30,83496,11.82,0.61,4290,0.99,500,015760
2015.12.31,83496,11.6,0.6,4290,1.01,500,015760
2016.1.31,83496,11.66,0.6,4290,1,500,015760
2016.2.29,83496,12.4,0.64,4290,0.94,500,015760
2016.3.31,83496,13.99,0.72,4290,0.83,500,015760
2016.4.30,83496,13.78,0.71,4290,0.85,500,015760
2016.5.31,103798,2.96,0.59,20701,5.07,3100,015760
2016.6.30,103798,2.92,0.58,20701,5.13,3100,015760
2016.7.31,103798,2.87,0.57,20701,5.22,3100,015760
2016.8.31,103798,2.96,0.59,20701,5.07,3100,015760
2016.9.30,103798,2.78,0.55,20701,5.39,3100,015760
2016.10.31,103798,2.63,0.53,20701,5.69,3100,015760
2016.11.30,103798,2.39,0.48,20701,6.28,3100,015760
2016.12.31,103798,2.15,0.43,20701,6.97,3100,015760
2017.1.31,103798,2.12,0.42,20701,7.06,3100,015760
2017.2.28,103798,2.05,0.41,20701,7.3,3100,015760
2017.3.31,103798,2.08,0.42,20701,7.18,3100,015760
2017.4.30,103798,2.26,0.45,20701,6.64,3100,015760
2017.5.31,111725,4.08,0.4,10980,4.42,1980,015760
2017.6.30,111725,4.01,0.39,10980,4.5,1980,015760
2017.7.31,111725,3.71,0.36,10980,4.86,1980,015760
2017.8.31,111725,4.09,0.4,10980,4.41,1980,015760
2017.9.30,111725,3.93,0.39,10980,4.59,1980,015760
2017.10.31,111725,3.47,0.34,10980,5.2,1980,015760
2017.11.30,111725,3.51,0.35,10980,5.14,1980,015760
2017.12.31,111725,3.46,0.34,10980,5.22,1980,015760
2018.1.31,111725,3.44,0.34,10980,5.25,1980,015760
2018.2.28,111725,3.28,0.32,10980,5.5,1980,015760
2018.3.31,111725,3,0.29,10980,6.02,1980,015760
2018.4.30,111725,3.03,0.3,10980,5.95,1980,015760
2018.5.31,111660,18.66,0.34,2023,2.09,790,015760
2018.6.30,111660,16.26,0.29,2023,2.4,790,015760
2018.7.31,111660,16.04,0.29,2023,2.43,790,015760
2018.8.31,111660,15.99,0.29,2023,2.44,790,015760
2018.9.30,111660,14.98,0.27,2023,2.61,790,015760
2018.10.31,111660,14.51,0.26,2023,2.69,790,015760
2018.11.30,111660,13.3,0.24,2023,2.94,790,015760
2018.12.31,111660,14.71,0.27,2023,2.66,790,015760
2019.1.31,111660,16.83,0.3,2023,2.32,790,015760
2019.2.28,111660,16.76,0.3,2023,2.33,790,015760
2019.3.31,111660,17.7,0.32,2023,2.21,790,015760
2019.4.30,111660,15,0.27,2023,2.6,790,015760
2019.5.31,108641,0,0.26,0,0,0,015760
2019.6.30,108641,0,0.25,0,0,0,015760
2019.7.31,108641,0,0.23,0,0,0,015760
2019.8.31,108641,0,0.25,0,0,0,015760
2019.9.30,108641,0,0.23,0,0,0,015760
2019.10.31,108641,0,0.24,0,0,0,015760
2019.11.30,108641,0,0.23,0,0,0,015760
2019.12.31,108641,0,0.26,0,0,0,015760
2020.1.31,108641,0,0.26,0,0,0,015760
2020.2.29,108641,0,0.23,0,0,0,015760
2020.3.31,108641,0,0.19,0,0,0,015760
2020.4.30,108641,0,0.17,0,0,0,015760
2020.5.31,105140,0,0.22,0,0,0,015760
2020.6.30,105140,0,0.21,0,0,0,015760
2020.7.31,105140,0,0.18,0,0,0,015760
2020.8.31,105140,0,0.18,0,0,0,015760
2020.9.30,105140,0,0.2,0,0,0,015760
2020.10.31,105140,0,0.2,0,0,0,015760
2020.11.30,105140,0,0.19,0,0,0,015760
2020.12.31,105140,0,0.21,0,0,0,015760
2021.1.31,105140,0,0.26,0,0,0,015760
2021.2.28,105140,0,0.22,0,0,0,015760
2021.3.31,105140,0,0.22,0,0,0,015760
2021.4.30,105140,0,0.22,0,0,0,015760
2021.5.31,107945,7.56,0.22,3102,5.19,1216,015760
2021.6.30,107945,8.41,0.24,3102,4.66,1216,015760
2021.7.31,107945,7.93,0.23,3102,4.94,1216,015760
2021.8.31,107945,8.19,0.24,3102,4.79,1216,015760
2021.9.30,107945,7.75,0.22,3102,5.06,1216,015760
2021.10.31,107945,7.56,0.22,3102,5.19,1216,015760
