date,market_cap,volume,trading_value,shares,ticker
2018.3.31,1.79194E+13,14811920,1.6157E+12,163647814,066570
2018.4.30,1.66921E+13,15979200,1.69129E+12,163647814,066570
2018.5.31,1.51538E+13,14756205,1.43603E+12,163647814,066570
2018.6.30,1.35828E+13,16461447,1.44171E+12,163647814,066570
2018.7.31,1.22409E+13,20944390,1.63721E+12,163647814,066570
2018.8.31,1.25682E+13,22593457,1.69876E+12,163647814,066570
2018.9.30,1.1619E+13,17469526,1.25876E+12,163647814,066570
2018.10.31,1.03589E+13,15467668,1.00324E+12,163647814,066570
2018.11.30,1.18645E+13,14635732,1.02592E+12,163647814,066570
2018.12.31,1.01953E+13,13739901,9.12731E+11,163647814,066570
2019.1.31,1.08989E+13,16828078,1.10208E+12,163647814,066570
2019.2.28,1.15372E+13,15683699,1.10683E+12,163647814,066570
2019.3.31,1.229E+13,18503573,1.38821E+12,163647814,066570
2019.4.30,1.24045E+13,16350890,1.24351E+12,163647814,066570
2019.5.31,1.28627E+13,14835953,1.10603E+12,163647814,066570
2019.6.30,1.29773E+13,12416541,9.9589E+11,163647814,066570
2019.7.31,1.06862E+13,15400825,1.0971E+12,163647814,066570
2019.8.31,1.00316E+13,11388708,6.93755E+11,163647814,066570
2019.9.30,1.10299E+13,10407697,6.72527E+11,163647814,066570
2019.10.31,1.0948E+13,9764759,6.67177E+11,163647814,066570
2019.11.30,1.1439E+13,8944033,6.24542E+11,163647814,066570
2019.12.31,1.1799E+13,7518281,5.36528E+11,163647814,066570
2020.1.31,1.07844E+13,12829286,8.77846E+11,163647814,066570
2020.2.29,9.88433E+12,13332926,8.74943E+11,163647814,066570
2020.3.31,7.88782E+12,24517191,1.26579E+12,163647814,066570
2020.4.30,8.98426E+12,19374372,1.01992E+12,163647814,066570
2020.5.31,9.70432E+12,15009500,8.47579E+11,163647814,066570
2020.6.30,1.03425E+13,24863994,1.6334E+12,163647814,066570
2020.7.31,1.15699E+13,22883676,1.62959E+12,163647814,066570
2020.8.31,1.37791E+13,32347566,2.74212E+12,163647814,066570
2020.9.30,1.50065E+13,26498140,2.38531E+12,163647814,066570
2020.10.31,1.37464E+13,17223356,1.58499E+12,163647814,066570
2020.11.30,1.39919E+13,18160144,1.58276E+12,163647814,066570
2020.12.31,2.20925E+13,83601119,9.45869E+12,163647814,066570
2021.1.31,2.50381E+13,108208823,1.69762E+13,163647814,066570
2021.2.28,2.39744E+13,48703745,7.89479E+12,163647814,066570
2021.3.31,2.45472E+13,33193761,4.96578E+12,163647814,066570
2021.4.30,2.57745E+13,45105665,7.35509E+12,163647814,066570
2021.5.31,2.48745E+13,18369491,2.77225E+12,163647814,066570
2021.6.30,2.67564E+13,22429316,3.54402E+12,163647814,066570
2021.7.31,2.57745E+13,23665486,3.85778E+12,163647814,066570
2021.8.31,2.3238E+13,17749834,2.64907E+12,163647814,066570
2021.9.30,2.08651E+13,22618690,3.20567E+12,163647814,066570
2021.10.31,1.97196E+13,18748248,2.31224E+12,163647814,066570
2021.11.30,1.89013E+13,22278241,2.79398E+12,163647814,066570
2021.12.31,2.25834E+13,23635590,3.08337E+12,163647814,066570
2013.4.30,4.40132E+12,7949378,3.0291E+11,113876291,047050
2013.5.31,4.1451E+12,7229619,2.68642E+11,113876291,047050
2013.6.30,4.02553E+12,6689392,2.27824E+11,113876291,047050
2013.7.31,4.37285E+12,7351892,2.6391E+11,113876291,047050
2013.8.31,3.98567E+12,4701323,1.69958E+11,113876291,047050
2013.9.30,4.32161E+12,4314659,1.59568E+11,113876291,047050
2013.10.31,4.45826E+12,4741806,1.81074E+11,113876291,047050
2013.11.30,4.42979E+12,5169334,2.01167E+11,113876291,047050
2013.12.31,4.70309E+12,4491515,1.77138E+11,113876291,047050
2014.1.31,4.72017E+12,5623215,2.29373E+11,113876291,047050
2014.2.28,4.7828E+12,4372501,1.80195E+11,113876291,047050
2014.3.31,4.40701E+12,5026556,1.99417E+11,113876291,047050
2014.4.30,4.12802E+12,6449781,2.39546E+11,113876291,047050
2014.5.31,3.66682E+12,6107292,2.06338E+11,113876291,047050
2014.6.30,4.16787E+12,6807178,2.30719E+11,113876291,047050
2014.7.31,4.24759E+12,5840677,2.2102E+11,113876291,047050
2014.8.31,4.24189E+12,3951430,1.44158E+11,113876291,047050
2014.9.30,4.27605E+12,3967224,1.45139E+11,113876291,047050
2014.10.31,3.85471E+12,4518568,1.61604E+11,113876291,047050
2014.11.30,3.89457E+12,3415713,1.17692E+11,113876291,047050
2014.12.31,3.58141E+12,6340411,1.94675E+11,113876291,047050
2015.1.31,3.1316E+12,6085227,1.73656E+11,113876291,047050
2015.2.28,3.30241E+12,8311510,2.46027E+11,113876291,047050
2015.3.31,3.02342E+12,7996107,2.23728E+11,113876291,047050
2015.4.30,3.57572E+12,10788453,3.13626E+11,113876291,047050
2015.5.31,3.0348E+12,6036415,1.70291E+11,113876291,047050
2015.6.30,2.93801E+12,7516470,1.91765E+11,113876291,047050
2015.7.31,2.35724E+12,9385646,2.20384E+11,113876291,047050
2015.8.31,2.4825E+12,6467277,1.33014E+11,113876291,047050
2015.9.30,2.36293E+12,6186497,1.31093E+11,113876291,047050
2015.10.31,2.27183E+12,9623684,2.05386E+11,113876291,047050
2015.11.30,2.18073E+12,5380718,1.03875E+11,113876291,047050
2015.12.31,1.86188E+12,6003606,1.03715E+11,113876291,047050
2016.1.31,1.75369E+12,14055848,1.99061E+11,113876291,047050
2016.2.29,2.16934E+12,15692053,2.8371E+11,113876291,047050
2016.3.31,2.45973E+12,12958015,2.77822E+11,113876291,047050
2016.4.30,2.82983E+12,9560105,2.22117E+11,113876291,047050
2016.5.31,2.68748E+12,6022385,1.40715E+11,113876291,047050
2016.6.30,2.84691E+12,7135973,1.78417E+11,113876291,047050
2016.7.31,2.43126E+12,6301649,1.44256E+11,113876291,047050
2016.8.31,2.60777E+12,5949052,1.35562E+11,113876291,047050
2016.9.30,2.78997E+12,4814066,1.1401E+11,113876291,047050
2016.10.31,2.84121E+12,4711855,1.22121E+11,113876291,047050
2016.11.30,3.0348E+12,5772037,1.47651E+11,113876291,047050
2016.12.31,3.07466E+12,4752113,1.31959E+11,113876291,047050
2017.1.31,2.89815E+12,3439942,93847845650,113876291,047050
2017.2.28,2.79566E+12,4129738,1.05317E+11,113876291,047050
2017.3.31,2.9425E+12,7564103,1.77472E+11,123375149,047050
2017.4.30,2.961E+12,6336013,1.50525E+11,123375149,047050
2017.5.31,2.97951E+12,7808462,1.86749E+11,123375149,047050
2017.6.30,2.75127E+12,6293823,1.43866E+11,123375149,047050
2017.7.31,2.89932E+12,6551546,1.50837E+11,123375149,047050
2017.8.31,2.60938E+12,7209576,1.63824E+11,123375149,047050
2017.9.30,2.38114E+12,6831157,1.40134E+11,123375149,047050
2017.10.31,2.39348E+12,6200922,1.20621E+11,123375149,047050
2017.11.30,2.28861E+12,11843054,2.29135E+11,123375149,047050
2017.12.31,2.23926E+12,7238370,1.31185E+11,123375149,047050
2018.1.31,2.97334E+12,19736815,4.28887E+11,123375149,047050
2018.2.28,2.49218E+12,10545428,2.30019E+11,123375149,047050
2018.3.31,2.82529E+12,13988283,2.97645E+11,123375149,047050
2018.4.30,2.78211E+12,10226769,2.37921E+11,123375149,047050
2018.5.31,2.82529E+12,16719819,4.01608E+11,123375149,047050
2018.6.30,2.64023E+12,10516615,2.30375E+11,123375149,047050
2018.7.31,2.36263E+12,11424049,2.22157E+11,123375149,047050
2018.8.31,2.2516E+12,5977389,1.08597E+11,123375149,047050
2018.9.30,2.58471E+12,6640297,1.30181E+11,123375149,047050
2018.10.31,2.19608E+12,8055173,1.58928E+11,123375149,047050
2018.11.30,2.38114E+12,7700184,1.4714E+11,123375149,047050
2018.12.31,2.24543E+12,4668550,87245790300,123375149,047050
2019.1.31,2.4675E+12,6762375,1.31754E+11,123375149,047050
2019.2.28,2.33796E+12,4631841,89758366215,123375149,047050
2019.3.31,2.18991E+12,3965494,72964290300,123375149,047050
2019.4.30,2.25777E+12,5746943,1.05524E+11,123375149,047050
2019.5.31,2.12205E+12,4741038,81708822150,123375149,047050
2019.6.30,2.26393E+12,4255738,76038412300,123375149,047050
2019.7.31,2.31328E+12,4589442,85237348500,123375149,047050
2019.8.31,2.26393E+12,3433200,60811591900,123375149,047050
2019.9.30,2.35647E+12,4144177,79806719400,123375149,047050
2019.10.31,2.2516E+12,3715194,68498272500,123375149,047050
2019.11.30,2.2516E+12,3104513,58370081348,123375149,047050
2019.12.31,2.30095E+12,3252407,62336281400,123375149,047050
2020.1.31,2.07887E+12,4959324,89168922050,123375149,047050
2020.2.29,1.84446E+12,11572898,2.01927E+11,123375149,047050
2020.3.31,1.40031E+12,13094999,1.51665E+11,123375149,047050
2020.4.30,1.75193E+12,9687621,1.25429E+11,123375149,047050
2020.5.31,1.974E+12,7809100,1.13149E+11,123375149,047050
2020.6.30,1.72108E+12,7116680,1.06618E+11,123375149,047050
2020.7.31,1.70875E+12,4800299,68169672457,123375149,047050
2020.8.31,1.6779E+12,6384589,91620104700,123375149,047050
2020.9.30,1.65323E+12,4509786,62078631100,123375149,047050
2020.10.31,1.64089E+12,7535238,1.06938E+11,123375149,047050
2020.11.30,1.64089E+12,14095220,1.94052E+11,123375149,047050
2020.12.31,1.79511E+12,17744599,2.59803E+11,123375149,047050
2021.1.31,2.03569E+12,32183329,5.13156E+11,123375149,047050
2021.2.28,2.75743E+12,104762724,2.27523E+12,123375149,047050
2021.3.31,2.48601E+12,48626673,1.06621E+12,123375149,047050
2021.4.30,2.59088E+12,28963019,6.05012E+11,123375149,047050
2021.5.31,2.55387E+12,18114378,3.95333E+11,123375149,047050
2021.6.30,2.87464E+12,24359990,5.42491E+11,123375149,047050
2021.7.31,3.18925E+12,41841101,1.04907E+12,123375149,047050
2021.8.31,2.80678E+12,20009279,4.64338E+11,123375149,047050
2021.9.30,2.94867E+12,33815960,8.18715E+11,123375149,047050
2021.10.31,2.67724E+12,24039469,5.53481E+11,123375149,047050
2021.11.30,2.30712E+12,16172824,3.30073E+11,123375149,047050
2021.12.31,2.76977E+12,18088160,3.92106E+11,123375149,047050
2013.4.30,2.17E+13,4065133,4.22118E+11,200000000,032830
2013.5.31,2.11E+13,3564691,3.77284E+11,200000000,032830
2013.6.30,2.16E+13,5569669,5.98848E+11,200000000,032830
2013.7.31,2.15E+13,4216719,4.51888E+11,200000000,032830
2013.8.31,2.12E+13,3023256,3.16585E+11,200000000,032830
2013.9.30,2.09E+13,8419757,8.58735E+11,200000000,032830
2013.10.31,2.09E+13,3350309,3.50423E+11,200000000,032830
2013.11.30,2.04E+13,2436712,2.48746E+11,200000000,032830
2013.12.31,2.08E+13,3202556,3.23408E+11,200000000,032830
2014.1.31,2.07E+13,3430214,3.46211E+11,200000000,032830
2014.2.28,2.02E+13,3301351,3.34641E+11,200000000,032830
2014.3.31,2.01E+13,3396480,3.38316E+11,200000000,032830
2014.4.30,1.922E+13,7035337,6.79727E+11,200000000,032830
2014.5.31,1.998E+13,5092701,5.07464E+11,200000000,032830
2014.6.30,2.04E+13,10258842,1.04445E+12,200000000,032830
2014.7.31,2.1E+13,4228258,4.28721E+11,200000000,032830
2014.8.31,2.13E+13,4044921,4.30648E+11,200000000,032830
2014.9.30,2.12E+13,5414222,5.86417E+11,200000000,032830
2014.10.31,2.33E+13,5066751,5.5133E+11,200000000,032830
2014.11.30,2.44E+13,6573840,7.92494E+11,200000000,032830
2014.12.31,2.33E+13,5592799,6.75863E+11,200000000,032830
2015.1.31,2.25E+13,4895737,5.61708E+11,200000000,032830
2015.2.28,1.992E+13,5445799,5.68676E+11,200000000,032830
2015.3.31,1.934E+13,5975821,5.81113E+11,200000000,032830
2015.4.30,2.1E+13,7082321,7.09171E+11,200000000,032830
2015.5.31,2.24E+13,17157545,1.91754E+12,200000000,032830
2015.6.30,2.15E+13,5813675,6.22341E+11,200000000,032830
2015.7.31,2.14E+13,4854700,5.01945E+11,200000000,032830
2015.8.31,1.966E+13,5141978,5.15989E+11,200000000,032830
2015.9.30,1.978E+13,4890995,4.68803E+11,200000000,032830
2015.10.31,2.18E+13,6474171,6.73683E+11,200000000,032830
2015.11.30,2.06E+13,6627756,7.16404E+11,200000000,032830
2015.12.31,2.2E+13,6009503,6.41926E+11,200000000,032830
2016.1.31,2.2E+13,7497581,7.82102E+11,200000000,032830
2016.2.29,2.24E+13,6631192,7.31089E+11,200000000,032830
2016.3.31,2.35E+13,6948081,7.92902E+11,200000000,032830
2016.4.30,2.19E+13,5535631,6.33787E+11,200000000,032830
2016.5.31,2.08E+13,5024364,5.22705E+11,200000000,032830
2016.6.30,2.01E+13,5490180,5.54535E+11,200000000,032830
2016.7.31,1.946E+13,4118879,4.00785E+11,200000000,032830
2016.8.31,2.06E+13,6275525,6.42982E+11,200000000,032830
2016.9.30,2.11E+13,3452051,3.63122E+11,200000000,032830
2016.10.31,2.21E+13,4918697,5.32529E+11,200000000,032830
2016.11.30,2.28E+13,6377165,7.11524E+11,200000000,032830
2016.12.31,2.25E+13,3327515,3.83766E+11,200000000,032830
2017.1.31,2.22E+13,3090574,3.47449E+11,200000000,032830
2017.2.28,2.14E+13,3710336,3.99949E+11,200000000,032830
2017.3.31,2.17E+13,4240887,4.67565E+11,200000000,032830
2017.4.30,2.19E+13,3798569,4.14033E+11,200000000,032830
2017.5.31,2.44E+13,5851210,6.97359E+11,200000000,032830
2017.6.30,2.34E+13,6074920,7.17191E+11,200000000,032830
2017.7.31,2.51E+13,10482549,1.28315E+12,200000000,032830
2017.8.31,2.31E+13,5121041,6.17455E+11,200000000,032830
2017.9.30,2.26E+13,4944298,5.68666E+11,200000000,032830
2017.10.31,2.7E+13,6411893,8.04964E+11,200000000,032830
2017.11.30,2.56E+13,5097319,6.77043E+11,200000000,032830
2017.12.31,2.49E+13,4114877,5.11022E+11,200000000,032830
2018.1.31,2.58E+13,5865224,7.47903E+11,200000000,032830
2018.2.28,2.43E+13,4218321,5.25022E+11,200000000,032830
2018.3.31,2.32E+13,4253931,4.99359E+11,200000000,032830
2018.4.30,2.34E+13,5416622,6.22988E+11,200000000,032830
2018.5.31,2.06E+13,5166156,5.63569E+11,200000000,032830
2018.6.30,1.968E+13,5301651,5.40267E+11,200000000,032830
2018.7.31,1.926E+13,4343330,4.19834E+11,200000000,032830
2018.8.31,1.85E+13,4253057,3.99283E+11,200000000,032830
2018.9.30,1.946E+13,3803955,3.53122E+11,200000000,032830
2018.10.31,1.84E+13,4661520,4.33073E+11,200000000,032830
2018.11.30,1.73E+13,4699302,4.19364E+11,200000000,032830
2018.12.31,1.632E+13,4527952,3.81539E+11,200000000,032830
2019.1.31,1.766E+13,6595842,5.73831E+11,200000000,032830
2019.2.28,1.774E+13,3726046,3.32806E+11,200000000,032830
2019.3.31,1.682E+13,3690761,3.18551E+11,200000000,032830
2019.4.30,1.698E+13,3354783,2.83975E+11,200000000,032830
2019.5.31,1.616E+13,3961268,3.21206E+11,200000000,032830
2019.6.30,1.672E+13,2952603,2.44736E+11,200000000,032830
2019.7.31,1.522E+13,3722048,2.95719E+11,200000000,032830
2019.8.31,1.364E+13,5109647,3.50759E+11,200000000,032830
2019.9.30,1.422E+13,3938098,2.80712E+11,200000000,032830
2019.10.31,1.412E+13,3848884,2.71959E+11,200000000,032830
2019.11.30,1.432E+13,4870331,3.57689E+11,200000000,032830
2019.12.31,1.49E+13,3631722,2.70289E+11,200000000,032830
2020.1.31,1.39E+13,4568361,3.29447E+11,200000000,032830
2020.2.29,1.17E+13,5758139,3.77437E+11,200000000,032830
2020.3.31,8.6E+12,16216453,7.0978E+11,200000000,032830
2020.4.30,9.82E+12,18289266,8.58753E+11,200000000,032830
2020.5.31,9.14E+12,13001078,5.9993E+11,200000000,032830
2020.6.30,8.94E+12,13794573,6.65057E+11,200000000,032830
2020.7.31,9.51E+12,8816417,4.14309E+11,200000000,032830
2020.8.31,1.224E+13,36171236,2.21322E+12,200000000,032830
2020.9.30,1.22E+13,15644015,9.89592E+11,200000000,032830
2020.10.31,1.264E+13,13493264,8.72141E+11,200000000,032830
2020.11.30,1.426E+13,15388694,1.07862E+12,200000000,032830
2020.12.31,1.582E+13,14340052,1.10399E+12,200000000,032830
2021.1.31,1.412E+13,20955146,1.66619E+12,200000000,032830
2021.2.28,1.5E+13,11014761,8.21558E+11,200000000,032830
2021.3.31,1.562E+13,10830730,8.50991E+11,200000000,032830
2021.4.30,1.634E+13,10230296,8.35091E+11,200000000,032830
2021.5.31,1.676E+13,11021296,9.39245E+11,200000000,032830
2021.6.30,1.596E+13,7283464,5.95116E+11,200000000,032830
2021.7.31,1.508E+13,5811258,4.46885E+11,200000000,032830
2021.8.31,1.49E+13,6944048,5.20518E+11,200000000,032830
2021.9.30,1.468E+13,4664102,3.43218E+11,200000000,032830
2021.10.31,1.346E+13,5401263,3.80551E+11,200000000,032830
2021.11.30,1.196E+13,6739185,4.39094E+11,200000000,032830
2021.12.31,1.282E+13,10078268,6.55599E+11,200000000,032830
2013.4.30,2.03182E+13,35783977,1.11277E+12,641964077,015760
2013.5.31,1.72046E+13,50367651,1.48083E+12,641964077,015760
2013.6.30,1.7012E+13,36068000,9.45886E+11,641964077,015760
2013.7.31,1.83923E+13,31064058,8.66624E+11,641964077,015760
2013.8.31,1.97083E+13,29031426,8.51461E+11,641964077,015760
2013.9.30,1.9291E+13,21313426,6.40766E+11,641964077,015760
2013.10.31,1.81997E+13,35402528,1.00564E+12,641964077,015760
2013.11.30,2.05429E+13,59118147,1.84567E+12,641964077,015760
2013.12.31,2.23083E+13,31540947,1.02428E+12,641964077,015760
2014.1.31,2.26613E+13,29610194,1.0342E+12,641964077,015760
2014.2.28,2.37527E+13,24358644,8.88931E+11,641964077,015760
2014.3.31,2.33996E+13,21141858,7.86932E+11,641964077,015760
2014.4.30,2.53576E+13,24481268,9.4855E+11,641964077,015760
2014.5.31,2.51008E+13,26831351,1.08661E+12,641964077,015760
2014.6.30,2.39453E+13,28387267,1.08801E+12,641964077,015760
2014.7.31,2.72514E+13,26494334,1.0389E+12,641964077,015760
2014.8.31,2.70909E+13,27703883,1.18769E+12,641964077,015760
2014.9.30,3.09427E+13,39331432,1.77497E+12,641964077,015760
2014.10.31,2.98192E+13,56655073,2.64973E+12,641964077,015760
2014.11.30,2.95303E+13,34392894,1.57198E+12,641964077,015760
2014.12.31,2.74119E+13,45082620,1.96521E+12,641964077,015760
2015.1.31,2.77328E+13,29599132,1.2336E+12,641964077,015760
2015.2.28,2.86958E+13,22705355,9.9681E+11,641964077,015760
2015.3.31,2.95303E+13,24783843,1.09993E+12,641964077,015760
2015.4.30,3.0076E+13,26502479,1.21053E+12,641964077,015760
2015.5.31,2.96587E+13,16911001,7.90202E+11,641964077,015760
2015.6.30,2.9402E+13,26095277,1.15675E+12,641964077,015760
2015.7.31,3.2676E+13,20411938,9.83379E+11,641964077,015760
2015.8.31,3.08143E+13,24710655,1.23456E+12,641964077,015760
2015.9.30,3.14562E+13,19118046,9.18206E+11,641964077,015760
2015.10.31,3.2997E+13,16404722,8.29695E+11,641964077,015760
2015.11.30,3.14241E+13,19770721,9.97465E+11,641964077,015760
2015.12.31,3.20982E+13,19242453,9.46239E+11,641964077,015760
2016.1.31,3.37673E+13,20252287,1.03457E+12,641964077,015760
2016.2.29,3.76833E+13,24068365,1.32883E+12,641964077,015760
2016.3.31,3.86462E+13,24652017,1.4363E+12,641964077,015760
2016.4.30,3.96734E+13,17318608,1.03662E+12,641964077,015760
2016.5.31,4.03795E+13,18717462,1.14958E+12,641964077,015760
2016.6.30,3.87746E+13,21364453,1.27135E+12,641964077,015760
2016.7.31,3.93524E+13,14653773,8.83172E+11,641964077,015760
2016.8.31,3.72339E+13,24895435,1.48465E+12,641964077,015760
2016.9.30,3.46661E+13,19839204,1.14521E+12,641964077,015760
2016.10.31,3.16167E+13,33639129,1.73296E+12,641964077,015760
2016.11.30,2.98513E+13,34208741,1.60729E+12,641964077,015760
2016.12.31,2.82785E+13,31212352,1.40979E+12,641964077,015760
2017.1.31,2.72514E+13,25669891,1.11514E+12,641964077,015760
2017.2.28,2.79896E+13,32197847,1.35531E+12,641964077,015760
2017.3.31,2.98192E+13,47425873,2.13829E+12,641964077,015760
2017.4.30,2.91131E+13,24408732,1.09863E+12,641964077,015760
2017.5.31,2.74119E+13,38140099,1.6371E+12,641964077,015760
2017.6.30,2.61921E+13,33239114,1.41979E+12,641964077,015760
2017.7.31,2.85995E+13,28794427,1.25174E+12,641964077,015760
2017.8.31,2.75403E+13,19677245,8.6705E+11,641964077,015760
2017.9.30,2.50366E+13,22219246,8.92819E+11,641964077,015760
2017.10.31,2.5165E+13,31936430,1.26787E+12,641964077,015760
2017.11.30,2.40737E+13,21162944,8.0703E+11,641964077,015760
2017.12.31,2.44909E+13,22944177,8.86453E+11,641964077,015760
2018.1.31,2.29502E+13,29676239,1.07413E+12,641964077,015760
2018.2.28,2.1249E+13,23736457,8.13985E+11,641964077,015760
2018.3.31,2.10885E+13,26144453,8.39391E+11,641964077,015760
2018.4.30,2.40416E+13,41279422,1.4638E+12,641964077,015760
2018.5.31,2.12811E+13,27480986,9.88836E+11,641964077,015760
2018.6.30,2.05429E+13,29827723,1.0127E+12,641964077,015760
2018.7.31,2.13774E+13,29950840,9.54979E+11,641964077,015760
2018.8.31,1.95799E+13,26152952,8.08888E+11,641964077,015760
2018.9.30,1.88416E+13,19324336,5.72707E+11,641964077,015760
2018.10.31,1.73972E+13,37546439,9.9792E+11,641964077,015760
2018.11.30,1.90663E+13,30753924,8.72186E+11,641964077,015760
2018.12.31,2.1249E+13,32338673,1.04378E+12,641964077,015760
2019.1.31,2.21478E+13,36526591,1.23898E+12,641964077,015760
2019.2.28,2.23724E+13,20799258,7.07555E+11,641964077,015760
2019.3.31,1.91947E+13,23966287,7.98204E+11,641964077,015760
2019.4.30,1.81676E+13,33981243,9.90373E+11,641964077,015760
2019.5.31,1.66911E+13,30284634,7.92182E+11,641964077,015760
2019.6.30,1.64022E+13,23886383,6.19024E+11,641964077,015760
2019.7.31,1.79108E+13,28100796,7.42601E+11,641964077,015760
2019.8.31,1.64022E+13,23324317,6.02356E+11,641964077,015760
2019.9.30,1.66269E+13,24231475,6.22622E+11,641964077,015760
2019.10.31,1.6338E+13,22610109,5.78862E+11,641964077,015760
2019.11.30,1.79108E+13,39114956,1.06355E+12,641964077,015760
2019.12.31,1.78466E+13,32611998,9.19811E+11,641964077,015760
2020.1.31,1.62738E+13,23898269,6.42321E+11,641964077,015760
2020.2.29,1.36738E+13,42891301,1.05407E+12,641964077,015760
2020.3.31,1.23578E+13,98761788,1.95815E+12,641964077,015760
2020.4.30,1.53108E+13,76739588,1.63107E+12,641964077,015760
2020.5.31,1.38664E+13,55017955,1.21337E+12,641964077,015760
2020.6.30,1.25183E+13,60226330,1.2693E+12,641964077,015760
2020.7.31,1.22615E+13,65967723,1.28633E+12,641964077,015760
2020.8.31,1.31603E+13,112323482,2.33309E+12,641964077,015760
2020.9.30,1.30961E+13,56573154,1.16342E+12,641964077,015760
2020.10.31,1.28072E+13,57407676,1.20988E+12,641964077,015760
2020.11.30,1.37701E+13,89590101,1.92521E+12,641964077,015760
2020.12.31,1.75898E+13,207370668,5.34004E+12,641964077,015760
2021.1.31,1.46689E+13,112292547,2.88264E+12,641964077,015760
2021.2.28,1.45726E+13,63811600,1.50632E+12,641964077,015760
2021.3.31,1.48615E+13,71907250,1.69175E+12,641964077,015760
2021.4.30,1.51825E+13,57702495,1.38775E+12,641964077,015760
2021.5.31,1.65627E+13,88186508,2.18538E+12,641964077,015760
2021.6.30,1.59528E+13,102023095,2.64832E+12,641964077,015760
2021.7.31,1.59849E+13,45438861,1.13611E+12,641964077,015760
2021.8.31,1.54071E+13,38115509,9.36737E+11,641964077,015760
2021.9.30,1.51183E+13,43377825,1.0412E+12,641964077,015760
2021.10.31,1.45084E+13,28948307,6.63724E+11,641964077,015760
2021.11.30,1.33208E+13,35282104,7.98639E+11,641964077,015760
2021.12.31,1.41874E+13,35085645,7.70078E+11,641964077,015760
2013.4.30,1.02043E+13,21115043,7.78499E+11,289894062,086790
2013.5.31,1.1074E+13,24183395,8.72264E+11,289894062,086790
2013.6.30,9.63898E+12,18521630,6.45099E+11,289894062,086790
2013.7.31,1.04362E+13,23700945,8.01842E+11,289894062,086790
2013.8.31,1.01463E+13,15495132,5.4339E+11,289894062,086790
2013.9.30,1.06826E+13,17632184,6.63066E+11,289894062,086790
2013.10.31,1.18567E+13,29559967,1.18948E+12,289894062,086790
2013.11.30,1.15088E+13,14765643,5.84027E+11,289894062,086790
2013.12.31,1.27263E+13,16274206,6.58399E+11,289894062,086790
2014.1.31,1.18567E+13,18076781,7.45722E+11,289894062,086790
2014.2.28,1.20886E+13,20696262,8.12443E+11,289894062,086790
2014.3.31,1.12769E+13,22385412,8.9054E+11,289894062,086790
2014.4.30,1.05376E+13,19608859,7.47664E+11,289894062,086790
2014.5.31,1.07406E+13,16621008,6.11894E+11,289894062,086790
2014.6.30,1.0871E+13,15615593,5.85894E+11,289894062,086790
2014.7.31,1.21466E+13,23416195,9.09379E+11,289894062,086790
2014.8.31,1.2335E+13,14367270,6.03304E+11,289894062,086790
2014.9.30,1.11609E+13,14437045,5.89671E+11,289894062,086790
2014.10.31,1.07406E+13,22239156,8.07604E+11,289894062,086790
2014.11.30,9.79842E+12,15395675,5.37154E+11,289894062,086790
2014.12.31,9.27661E+12,14853129,4.8389E+11,289894062,086790
2015.1.31,9.36358E+12,19581581,6.36222E+11,289894062,086790
2015.2.28,8.72581E+12,23826413,7.1235E+11,289894062,086790
2015.3.31,8.33445E+12,25895313,7.47914E+11,289894062,086790
2015.4.30,9.18964E+12,33611830,1.01259E+12,289894062,086790
2015.5.31,8.79129E+12,14086291,4.34478E+11,296003062,086790
2015.6.30,8.59889E+12,20455535,5.81734E+11,296003062,086790
2015.7.31,8.62849E+12,28952864,8.33766E+11,296003062,086790
2015.8.31,8.05128E+12,19243117,5.35336E+11,296003062,086790
2015.9.30,7.81448E+12,18258477,4.90401E+11,296003062,086790
2015.10.31,8.22889E+12,15382304,4.20856E+11,296003062,086790
2015.11.30,7.54808E+12,13622474,3.57434E+11,296003062,086790
2015.12.31,6.98567E+12,19587575,4.7696E+11,296003062,086790
2016.1.31,6.33447E+12,23484626,4.99429E+11,296003062,086790
2016.2.29,6.17166E+12,23280365,5.02336E+11,296003062,086790
2016.3.31,7.34088E+12,29982101,6.92882E+11,296003062,086790
2016.4.30,7.59248E+12,22659731,5.72213E+11,296003062,086790
2016.5.31,7.65168E+12,19269072,4.73339E+11,296003062,086790
2016.6.30,6.88207E+12,20460341,4.99463E+11,296003062,086790
2016.7.31,8.15488E+12,20710168,5.22858E+11,296003062,086790
2016.8.31,8.67289E+12,20980291,5.94454E+11,296003062,086790
2016.9.30,8.24369E+12,16621111,4.80884E+11,296003062,086790
2016.10.31,9.7089E+12,19739955,6.17328E+11,296003062,086790
2016.11.30,9.5165E+12,26660895,8.77476E+11,296003062,086790
2016.12.31,9.2501E+12,18415471,6.12652E+11,296003062,086790
2017.1.31,1.01973E+13,20236697,6.67126E+11,296003062,086790
2017.2.28,1.04341E+13,18569738,6.67483E+11,296003062,086790
2017.3.31,1.09373E+13,28395551,1.08312E+12,296003062,086790
2017.4.30,1.16033E+13,20514781,7.75119E+11,296003062,086790
2017.5.31,1.21509E+13,19253751,8.00562E+11,296003062,086790
2017.6.30,1.33941E+13,21991111,9.43869E+11,296003062,086790
2017.7.31,1.50962E+13,18583193,8.98849E+11,296003062,086790
2017.8.31,1.45042E+13,16901819,8.42439E+11,296003062,086790
2017.9.30,1.40157E+13,21370231,9.89609E+11,296003062,086790
