date,ticker,open,high,low,close,volume
2020.5.31,005380,91100,99600,90500,98000,29451686
2020.6.30,005380,98000,115000,97000,97700,35327068
2020.7.31,005380,98500,130500,98000,126500,50392410
2020.8.31,005380,126500,182000,123500,176500,78777457
2020.9.30,005380,178500,191500,165500,178500,51843561
2020.10.31,005380,183000,188500,156500,164500,42203538
2020.11.30,005380,166000,188500,166000,181500,41595534
2020.12.31,005380,183000,199000,179500,192000,40068950
2021.1.31,005380,194000,289000,193500,229000,98505600
2021.2.28,005380,229000,253000,224500,237000,30116099
2021.3.31,005380,244500,249000,211000,218000,23179604
2021.4.30,005380,220500,238500,211000,212000,20693301
2021.5.31,005380,212000,236000,211000,235000,22902066
2021.6.30,005380,235000,249000,232000,239500,20470541
2021.7.31,005380,238500,243500,218000,218000,17183693
2021.8.31,005380,218000,225000,200000,212500,14350998
2021.9.30,005380,214000,218500,197500,200000,11799356
2021.10.31,005380,198000,215000,189000,208000,14582859
2021.11.30,005380,208000,220000,194500,195500,15678239
2021.12.31,005380,198500,217000,196500,209000,13280620
2013.11.30,005490,322000,329500,317000,327500,620352
2013.12.31,005490,328000,340000,323000,326500,3799136
2014.1.31,005490,327500,328500,295000,298500,3631770
2014.2.28,005490,293500,299500,281000,284000,4295138
2014.3.31,005490,280000,303000,268500,296000,5645248
2014.4.30,005490,295000,321000,290000,307500,4696228
2014.5.31,005490,304000,315000,289000,289000,2818098
2014.6.30,005490,294000,306000,283000,304000,2732377
2014.7.31,005490,300500,339500,288500,337500,5000782
2014.8.31,005490,337500,348000,318500,334000,3433266
2014.9.30,005490,331000,363500,313500,328500,4061921
2014.10.31,005490,323000,328000,289500,306000,4005860
2014.11.30,005490,307500,318500,284500,302500,4868297
2014.12.31,005490,299000,309500,274500,275500,3024654
2015.1.31,005490,278000,293000,252000,252500,4224613
2015.2.28,005490,255500,278000,252000,267500,2981294
2015.3.31,005490,269000,280500,242000,244500,5498335
2015.4.30,005490,242000,264500,234500,252000,6493829
2015.5.31,005490,255500,270500,239500,244000,3992510
2015.6.30,005490,244000,244000,214000,224000,5411419
2015.7.31,005490,221500,230000,189500,196500,6093042
2015.8.31,005490,194000,202000,173500,190000,4872725
2015.9.30,005490,188000,194500,166500,168500,6992503
2015.10.31,005490,169000,195000,167000,182000,8329528
2015.11.30,005490,182500,190000,165500,169000,6857975
2015.12.31,005490,170000,183500,161500,166500,8779987
2016.1.31,005490,167000,179000,155500,178500,7345276
2016.2.29,005490,178500,202500,171500,198500,7050338
2016.3.31,005490,204500,224500,199000,219500,9267112
2016.4.30,005490,218000,252500,211500,240500,8514970
2016.5.31,005490,237500,238000,198000,208000,7158806
2016.6.30,005490,206500,224500,188000,201500,8928301
2016.7.31,005490,202500,231000,197500,226500,6999672
2016.8.31,005490,225500,234500,208000,231000,5753710
2016.9.30,005490,230500,243500,216500,227000,5156904
2016.10.31,005490,227000,250500,225000,237000,6918489
2016.11.30,005490,236000,265000,226500,249500,8857308
2016.12.31,005490,249500,282500,248500,257500,7261908
2017.1.31,005490,256500,280500,241500,271000,6712370
2017.2.28,005490,269000,293500,258500,283500,5781490
2017.3.31,005490,291000,298000,268000,291000,7426453
2017.4.30,005490,291000,292000,261000,267500,5110916
2017.5.31,005490,267500,289500,254500,282000,5398612
2017.6.30,005490,281000,287500,263500,287000,5762639
2017.7.31,005490,287000,335000,287000,332000,5518870
2017.8.31,005490,333000,348000,316000,343500,4746503
2017.9.30,005490,344000,349500,300000,317000,4708217
2017.10.31,005490,320000,346000,310500,325500,3986321
2017.11.30,005490,320500,336500,304000,335000,5579848
2017.12.31,005490,332000,346000,321000,332500,4315732
2018.1.31,005490,335000,397500,332500,380500,5213493
2018.2.28,005490,385000,400000,345000,361500,3919377
2018.3.31,005490,363500,363500,320000,325500,5598363
2018.4.30,005490,324500,378500,310000,372500,5119698
2018.5.31,005490,371000,380500,337000,339500,4413870
2018.6.30,005490,340000,375000,319500,329000,4267161
2018.7.31,005490,326500,334500,297500,330500,4395552
2018.8.31,005490,331500,342000,307000,326500,4465678
2018.9.30,005490,323000,324500,289500,294500,7183975
2018.10.31,005490,296500,300000,246000,258000,6242985
2018.11.30,005490,264500,276500,236000,247500,6626205
2018.12.31,005490,255500,260000,240000,243000,4800921
2019.1.31,005490,244500,289000,230500,274000,5720537
2019.2.28,005490,273000,279500,260000,263000,4493566
2019.3.31,005490,264000,267000,245500,253000,4607397
2019.4.30,005490,254500,279000,252000,255000,5309857
2019.5.31,005490,251500,256000,226000,237500,5031555
2019.6.30,005490,237500,247000,231500,244500,4398549
2019.7.31,005490,247000,253500,225500,225500,4313326
2019.8.31,005490,222500,226000,201500,211000,4854046
2019.9.30,005490,225500,242000,208000,227000,4637774
2019.10.31,005490,226500,232500,210000,211500,4636054
2019.11.30,005490,211500,236500,211000,230500,5106830
2019.12.31,005490,230500,249000,226000,236500,4472560
2020.1.31,005490,236000,249000,220500,221000,5296792
2020.2.29,005490,216000,225500,193000,195500,5886043
2020.3.31,005490,196500,197500,133000,161000,11690528
2020.4.30,005490,159000,191500,151500,184500,10744811
2020.5.31,005490,179500,188500,166500,181000,9060321
2020.6.30,005490,181500,209000,174000,174000,9581733
2020.7.31,005490,176500,203000,176000,193500,8142549
2020.8.31,005490,193000,211000,184500,184500,7123107
2020.9.30,005490,185500,199500,183500,196000,7250124
2020.10.31,005490,196500,225500,195000,208000,7811513
2020.11.30,005490,210500,249500,208500,234000,7541793
2020.12.31,005490,238000,285000,237000,272000,8301202
2021.1.31,005490,272500,295500,242500,245500,10236302
2021.2.28,005490,247000,285500,245000,281500,7346500
2021.3.31,005490,289000,334000,283500,320000,17304226
2021.4.30,005490,320500,387000,314000,364000,10051243
2021.5.31,005490,368000,413500,343500,355000,11394397
2021.6.30,005490,355500,363000,332000,348000,10843848
2021.7.31,005490,346500,370000,327000,366500,9709255
2021.8.31,005490,369500,370000,306000,337000,9339567
2021.9.30,005490,332500,379500,325000,330000,8096346
2021.10.31,005490,329000,332500,296000,296000,7259476
2021.11.30,005490,298000,305500,260000,261000,8417007
2021.12.31,005490,266500,295000,263000,274500,9556765
2013.11.30,005830,53000,55300,52600,53600,519103
2013.12.31,005830,53900,57800,52900,56200,2431294
2014.1.31,005830,56900,59500,50400,53800,2586248
2014.2.28,005830,54700,56400,49750,51300,2641835
2014.3.31,005830,51300,55800,50400,55200,2776874
2014.4.30,005830,54800,57500,53900,57000,1980377
2014.5.31,005830,57500,58200,54000,57700,2227750
2014.6.30,005830,57100,57700,45950,52000,3689523
2014.7.31,005830,51900,59600,50600,58600,2800655
2014.8.31,005830,57900,64600,56800,61200,2506577
2014.9.30,005830,60100,62800,57700,59500,2094251
2014.10.31,005830,58500,61000,55700,59900,2440386
2014.11.30,005830,59700,59900,52600,55700,2538281
2014.12.31,005830,55000,57500,52000,55000,2339394
2015.1.31,005830,53500,55200,50300,53200,1848763
2015.2.28,005830,52300,55900,50200,53000,1988036
2015.3.31,005830,52800,53100,47450,49450,2755919
2015.4.30,005830,49000,54900,46350,54700,2797457
2015.5.31,005830,54400,56000,49600,51400,2242519
2015.6.30,005830,51100,59100,47200,56500,4778012
2015.7.31,005830,56500,59400,51100,55500,3378008
2015.8.31,005830,57000,61900,51200,53200,4336601
2015.9.30,005830,53900,61300,51600,61300,3191474
2015.10.31,005830,60300,69800,58200,68400,3868232
2015.11.30,005830,68700,72000,60900,62100,12858101
2015.12.31,005830,62900,72500,62800,70300,5125814
2016.1.31,005830,68000,73100,62600,68000,3841166
2016.2.29,005830,67200,70900,64000,67500,2640713
2016.3.31,005830,67900,76800,67900,75900,3590090
2016.4.30,005830,76500,77900,67500,70100,3039405
2016.5.31,005830,69400,74200,67200,72900,3441175
2016.6.30,005830,72200,75900,66600,69300,3303358
2016.7.31,005830,68600,69900,61700,63500,3746093
2016.8.31,005830,63900,69800,63800,67500,3209957
2016.9.30,005830,68000,70800,65500,68200,2148935
2016.10.31,005830,68800,72600,64400,71100,2407149
2016.11.30,005830,72000,75900,68700,73000,2805094
2016.12.31,005830,72700,73800,62300,62500,3487384
2017.1.31,005830,62600,64000,58400,59100,2899180
2017.2.28,005830,59300,65300,58700,61100,3969773
2017.3.31,005830,62000,64300,60000,64000,4307511
2017.4.30,005830,63800,69500,63000,68000,3184697
2017.5.31,005830,68300,71800,66300,67700,3795405
2017.6.30,005830,67800,74700,65900,68000,3492753
2017.7.31,005830,68700,82600,68700,80100,3596615
2017.8.31,005830,79600,84500,74800,75200,3098603
2017.9.30,005830,75200,75700,69200,73000,3146527
2017.10.31,005830,73300,79000,69900,70500,2694649
2017.11.30,005830,69500,71000,65700,68500,3901169
2017.12.31,005830,67800,73200,66800,71200,2665203
2018.1.31,005830,71300,74000,66700,72400,2743189
2018.2.28,005830,72000,75500,66900,69500,2487125
2018.3.31,005830,70200,70200,64200,65000,2484033
2018.4.30,005830,64600,65600,58700,62900,2848061
2018.5.31,005830,63500,63600,57000,58500,3202546
2018.6.30,005830,58500,67000,57700,59000,3428463
2018.7.31,005830,58900,65100,57000,64500,3157319
2018.8.31,005830,64600,69500,62400,64000,3625016
2018.9.30,005830,63700,73000,61500,72800,2580082
2018.10.31,005830,71900,74700,66500,71800,3586346
2018.11.30,005830,70200,74700,66200,67700,3420641
2018.12.31,005830,68100,74700,66900,70400,2774528
2019.1.31,005830,70600,71500,65200,69500,2911910
2019.2.28,005830,69300,76000,69000,72500,1943609
2019.3.31,005830,73200,73500,67700,68700,2321423
2019.4.30,005830,68800,70200,66200,68400,2477331
2019.5.31,005830,67700,69600,59500,61500,2962603
2019.6.30,005830,61400,63700,59200,59300,2256592
2019.7.31,005830,59900,60000,51800,56100,3394903
2019.8.31,005830,56000,56000,46250,47900,3524622
2019.9.30,005830,47300,53700,47100,51600,3130759
2019.10.31,005830,51500,54700,48550,50500,2978218
2019.11.30,005830,49950,57700,49650,55700,3280173
2019.12.31,005830,56400,60300,52100,52300,3490565
2020.1.31,005830,52400,52600,42050,42500,4041786
2020.2.29,005830,42400,46100,41550,43300,5282865
2020.3.31,005830,43400,43900,23750,34750,11827574
2020.4.30,005830,34350,45550,32050,44150,6905416
2020.5.31,005830,42300,54600,41550,43400,6343093
2020.6.30,005830,43700,51300,41050,42850,5463164
2020.7.31,005830,42900,50100,42900,47100,3339622
2020.8.31,005830,47200,52000,43600,43650,4679419
2020.9.30,005830,43700,46200,43100,45200,3367249
2020.10.31,005830,45650,48250,44250,44250,2739908
2020.11.30,005830,44750,48200,44000,44000,4591405
2020.12.31,005830,44450,46200,43150,43750,4478268
2021.1.31,005830,43750,44050,36700,36800,6205766
2021.2.28,005830,36800,42050,36800,41400,5909419
2021.3.31,005830,41400,47700,41200,47300,6638919
2021.4.30,005830,47300,49800,44600,48950,4158912
2021.5.31,005830,48950,52100,47100,50700,3858110
2021.6.30,005830,50900,56600,48600,54800,4224353
2021.7.31,005830,54600,57700,52800,57100,2926563
2021.8.31,005830,58300,63600,55800,58700,3272564
2021.9.30,005830,57900,68500,57800,63600,2768789
2021.10.31,005830,63100,67600,58400,59200,2720488
2021.11.30,005830,59700,60800,52900,53800,3303090
2021.12.31,005830,53800,60400,52000,54000,2862127
2013.11.30,005940,10250,10750,10200,10600,2482483
2013.12.31,005940,10550,10600,9450,9590,12612248
2014.1.31,005940,9660,9720,9050,9140,15216479
2014.2.28,005940,9100,9370,8640,9220,12697032
2014.3.31,005940,9200,9230,8550,8830,13194162
2014.4.30,005940,8850,9540,8660,8720,18444504
2014.5.31,005940,8720,9150,8250,8620,14578739
2014.6.30,005940,8650,8930,8350,8730,8961116
2014.7.31,005940,8700,11700,8640,11300,42427786
2014.8.31,005940,11100,12250,10850,11850,34833987
2014.9.30,005940,11850,12700,11200,11800,19673151
2014.10.31,005940,11750,12150,10850,11700,22801228
2014.11.30,005940,11700,12750,11500,11900,26543569
2014.12.31,005940,11750,11950,10150,10250,24451132
2015.1.31,005940,10300,11600,9820,11100,24362893
2015.2.28,005940,11100,12300,10900,12300,14427620
2015.3.31,005940,12400,14950,11250,14400,44137420
2015.4.30,005940,14300,17500,14100,14950,60311072
2015.5.31,005940,15100,15150,12550,12750,46858319
2015.6.30,005940,12700,13600,11550,12200,44365665
2015.7.31,005940,12300,12850,10450,10850,43736579
2015.8.31,005940,10950,11600,9230,9710,35744269
2015.9.30,005940,9670,10500,8650,9940,38465394
2015.10.31,005940,10000,10950,9960,10100,28508250
2015.11.30,005940,10100,10550,9350,10250,20640825
2015.12.31,005940,10200,10900,9790,10100,24522564
2016.1.31,005940,10050,10050,8350,9500,26257826
2016.2.29,005940,9570,10050,8750,9780,20584855
2016.3.31,005940,10000,10700,9750,9930,27421985
2016.4.30,005940,9980,10450,9330,9950,25740224
2016.5.31,005940,9930,9950,8960,9080,17746776
2016.6.30,005940,9050,9890,8640,9130,24300210
2016.7.31,005940,9180,10650,9010,10400,24384190
2016.8.31,005940,10500,10850,9900,10100,25941221
2016.9.30,005940,10050,10450,9710,9970,13321616
2016.10.31,005940,10000,10550,9740,10100,14191065
2016.11.30,005940,10100,10500,9710,9830,18339879
2016.12.31,005940,9830,10300,9570,9650,16955869
2017.1.31,005940,9710,11650,9600,11450,33752064
2017.2.28,005940,11500,11950,11000,11600,26692744
2017.3.31,005940,11800,13150,11100,12550,33266645
2017.4.30,005940,12550,13800,11850,13200,26150508
2017.5.31,005940,13250,14850,13250,14150,24892343
2017.6.30,005940,14150,15150,13700,14850,24663758
2017.7.31,005940,14850,15250,13800,14150,21521879
2017.8.31,005940,14150,14550,13000,13800,21077479
2017.9.30,005940,13900,14400,12700,13600,17754460
2017.10.31,005940,13850,15050,13700,14050,18797021
2017.11.30,005940,14150,15000,13600,13600,21707759
2017.12.31,005940,13800,14400,13550,13900,15140156
2018.1.31,005940,13950,17650,13850,16800,32596474
2018.2.28,005940,16850,17200,14000,14300,24191706
2018.3.31,005940,13950,15200,13450,14150,23214640
2018.4.30,005940,14200,15800,13300,15600,22998696
2018.5.31,005940,15500,17100,14950,15850,23324282
2018.6.30,005940,15800,17100,14450,14950,19875391
2018.7.31,005940,14900,14950,12850,13000,19122828
2018.8.31,005940,13100,13650,11550,13450,25051241
2018.9.30,005940,13450,14350,12950,14300,13796012
2018.10.31,005940,14300,14450,11700,12150,18776094
2018.11.30,005940,12250,14100,12100,13850,19792706
2018.12.31,005940,14000,14350,12900,13050,15410066
2019.1.31,005940,13100,14350,11950,13950,18819432
2019.2.28,005940,14100,14100,13050,13050,10982208
2019.3.31,005940,13200,13500,12500,13450,12258874
2019.4.30,005940,13450,14900,13450,13750,19610042
2019.5.31,005940,13650,13850,12800,13500,13241667
2019.6.30,005940,13400,15000,13350,14500,12282049
2019.7.31,005940,14650,14950,12850,13100,15274849
2019.8.31,005940,12950,13100,11750,12300,15759605
2019.9.30,005940,12200,13150,12050,12700,11812632
2019.10.31,005940,12650,12750,12050,12100,11029863
2019.11.30,005940,12100,13000,12000,12400,13205187
2019.12.31,005940,12350,13300,12200,12700,16609389
2020.1.31,005940,12750,12750,11050,11050,17195986
2020.2.29,005940,10800,11450,9940,9980,17773965
2020.3.31,005940,10000,10650,6300,8990,41937624
2020.4.30,005940,8900,9890,8170,9690,32891803
2020.5.31,005940,9460,10650,8900,9730,30894862
2020.6.30,005940,9820,11450,8120,8270,47748959
2020.7.31,005940,8340,9150,8180,8780,35504730
2020.8.31,005940,8800,9860,8670,8960,39263396
2020.9.30,005940,8980,9600,8920,9140,22497220
2020.10.31,005940,9230,10200,9140,9540,24145447
2020.11.30,005940,9560,11650,9560,10750,28907599
2020.12.31,005940,10900,12200,10850,11300,29588283
2021.1.31,005940,11350,12900,11000,11050,44804702
2021.2.28,005940,10950,12000,10750,10850,19264349
2021.3.31,005940,11050,11700,10800,11650,16533349
2021.4.30,005940,11700,13000,11350,12850,26517666
2021.5.31,005940,12850,13700,12200,13150,26232227
2021.6.30,005940,13150,13250,12500,12900,14801016
2021.7.31,005940,12900,13100,12150,12700,10973419
2021.8.31,005940,12800,13300,12250,13250,13602826
2021.9.30,005940,13150,13600,12650,12900,11121459
2021.10.31,005940,12800,13500,12400,13150,11100213
2021.11.30,005940,13100,13300,12250,12350,10907444
2021.12.31,005940,12350,13600,12250,12500,22322215
2013.11.30,006260,78900,81200,77300,79000,478053
2013.12.31,006260,79000,81800,74600,80900,2022562
2014.1.31,006260,81500,85900,78400,84100,2076200
2014.2.28,006260,84500,86400,72000,73200,3388248
2014.3.31,006260,72900,77500,72200,76300,2346056
2014.4.30,006260,76600,82200,74800,80900,1769910
2014.5.31,006260,80900,81000,70200,71900,2232468
2014.6.30,006260,71900,74800,67300,74300,1803737
2014.7.31,006260,73700,74400,69100,72900,2148202
2014.8.31,006260,72600,75500,68900,70000,1941814
2014.9.30,006260,69800,72200,65500,66800,1292594
2014.10.31,006260,65900,66600,57900,59900,1931434
2014.11.30,006260,59700,62500,57300,60600,1621834
2014.12.31,006260,60200,60200,53300,54300,1698638
2015.1.31,006260,54000,54400,46850,48150,1923722
2015.2.28,006260,47950,51800,46600,51500,2774415
2015.3.31,006260,51600,55900,50000,52000,4253188
2015.4.30,006260,51700,57500,50800,54100,3632467
2015.5.31,006260,53800,54300,48400,49250,2686629
2015.6.30,006260,48650,50100,41500,43450,2523984
2015.7.31,006260,43100,45800,37600,39200,4059254
2015.8.31,006260,38950,39550,27200,31150,8419141
2015.9.30,006260,30950,37550,29800,34300,6857723
2015.10.31,006260,34600,40800,34350,38700,4262202
2015.11.30,006260,38200,38200,33900,36700,3224657
2015.12.31,006260,36550,43950,36500,40350,3893234
2016.1.31,006260,40200,41400,32300,37350,3257638
2016.2.29,006260,37600,43700,34350,41900,3059931
2016.3.31,006260,42550,46500,40900,44800,4145035
2016.4.30,006260,44900,51000,42800,50800,2998563
2016.5.31,006260,50400,57400,46450,56800,3326869
2016.6.30,006260,56200,59600,53000,56100,2597423
2016.7.31,006260,55800,58600,51000,53300,2405167
2016.8.31,006260,52900,63800,50900,62900,3188010
2016.9.30,006260,62900,63100,57800,58200,2159296
2016.10.31,006260,58400,60500,52900,54900,1765064
2016.11.30,006260,53900,64400,49950,60900,3404461
2016.12.31,006260,60500,65500,58500,59300,2015090
2017.1.31,006260,58700,64500,58700,62600,1804047
2017.2.28,006260,63000,71500,61500,67800,1920768
2017.3.31,006260,68400,69400,60600,64200,2623944
2017.4.30,006260,64400,67500,62500,65200,1448434
2017.5.31,006260,65500,76600,65200,73500,2093626
2017.6.30,006260,72900,78500,70100,72900,2158007
2017.7.31,006260,72800,85500,72800,84200,2054816
2017.8.31,006260,83700,88500,80800,84500,1949514
2017.9.30,006260,84700,85500,75700,78800,1597207
2017.10.31,006260,78700,86000,77100,79000,1430297
2017.11.30,006260,78100,80200,66700,66700,2727327
2017.12.31,006260,67100,74300,65800,72500,2691974
2018.1.31,006260,72200,85400,72200,79000,3150431
2018.2.28,006260,79400,81100,69800,76000,1962381
2018.3.31,006260,74900,79900,71600,74500,2056825
2018.4.30,006260,75800,80000,64800,77900,2983596
2018.5.31,006260,78100,92000,77400,85500,3007861
2018.6.30,006260,85900,88400,72000,75000,2095586
2018.7.31,006260,74100,79200,68600,75000,1721403
2018.8.31,006260,75000,76300,65700,67200,1414496
2018.9.30,006260,67200,73000,65000,68500,1694643
2018.10.31,006260,68700,70700,48150,50500,2599845
2018.11.30,006260,50800,58700,50700,53000,2355353
2018.12.31,006260,53500,58600,48000,49100,1856593
2019.1.31,006260,49400,57800,46150,57300,2299204
2019.2.28,006260,57500,62300,53000,60500,2370180
2019.3.31,006260,60200,61200,51100,52300,1764341
2019.4.30,006260,53000,55300,48900,49550,1694381
2019.5.31,006260,49300,50400,43250,45900,2116905
2019.6.30,006260,45700,49150,45200,47500,1480643
2019.7.31,006260,48200,50500,43650,44200,1828256
2019.8.31,006260,44000,45550,39650,45200,1483465
2019.9.30,006260,45700,49750,44650,47450,1303853
2019.10.31,006260,47300,50400,45600,48500,1157473
2019.11.30,006260,48200,51900,43700,44150,2039819
2019.12.31,006260,44550,48350,43700,47800,1522959
2020.1.31,006260,47800,47850,39850,39850,1871187
2020.2.29,006260,39400,42350,36000,36050,1990455
2020.3.31,006260,35800,38150,24050,28900,4256910
2020.4.30,006260,28850,38150,28700,37650,2837341
2020.5.31,006260,36350,39900,33200,37400,2384928
2020.6.30,006260,37650,42000,33850,34800,2718750
2020.7.31,006260,35400,45450,34500,41950,3799845
2020.8.31,006260,42000,46650,38000,45250,4158849
2020.9.30,006260,45350,71500,45100,52500,12120096
2020.10.31,006260,54600,61800,51300,51800,4361918
2020.11.30,006260,52000,64600,51700,63200,6265697
2020.12.31,006260,64200,77500,64100,71400,7503455
2021.1.31,006260,71600,80000,62700,64400,7850845
2021.2.28,006260,63600,77600,62100,69900,5327616
2021.3.31,006260,71000,71100,61500,68500,3752283
2021.4.30,006260,69800,74700,64500,73300,4667168
2021.5.31,006260,73000,78400,67300,69600,4634753
2021.6.30,006260,69900,74900,68400,70800,3741967
2021.7.31,006260,71200,73900,67300,72700,3486855
2021.8.31,006260,73200,73300,63200,66600,2240062
2021.9.30,006260,66500,69300,63200,64200,1892341
2021.10.31,006260,63700,66900,61300,62600,1679784
2021.11.30,006260,62800,63400,49000,49150,2276504
2021.12.31,006260,49450,55400,49100,54100,1794068
2013.11.30,006400,167414,173778,165456,171820,903410
2013.12.31,006400,173288,173288,155665,158603,3663831
2014.1.31,006400,160071,161050,139021,140491,5145959
2014.2.28,006400,139511,156645,133147,146365,4473747
2014.3.31,006400,144406,166435,143917,157624,5864255
2014.4.30,006400,158113,159581,144895,147834,5548141
2014.5.31,006400,147833,155665,140490,148323,4274877
2014.6.30,006400,148323,169861,147833,158603,11313521
2014.7.31,006400,158113,172798,153707,157134,8329126
2014.8.31,006400,155175,160561,141469,148323,6093936
2014.9.30,006400,150281,152239,119931,119931,7213938
2014.10.31,006400,119931,124826,99860,123358,10176367
2014.11.30,006400,123357,138043,116014,131190,5835317
2014.12.31,006400,129721,130211,113567,113567,4396767
2015.1.31,006400,113077,128253,106714,126295,5510445
2015.2.28,006400,126294,135596,124336,133638,3965371
2015.3.31,006400,135105,142938,125315,133638,6591103
2015.4.30,006400,132169,139511,114056,117483,7678184
2015.5.31,006400,117483,125316,112098,119931,4960905
2015.6.30,006400,120420,123847,106713,108672,6065714
2015.7.31,006400,109651,115525,83903,84001,8078656
2015.8.31,006400,83804,85077,74014,82728,7715289
2015.9.30,006400,83119,106225,80476,106225,12477715
2015.10.31,006400,105735,117483,101819,104267,11331855
2015.11.30,006400,105734,124826,102798,117483,8953077
2015.12.31,006400,117973,128253,107692,111609,9815449
2016.1.31,006400,113078,115525,85469,91539,10206032
2016.2.29,006400,90070,99370,88210,97805,5791367
2016.3.31,006400,98882,103288,94867,96924,5474721
2016.4.30,006400,97902,115525,93007,111609,7079894
2016.5.31,006400,111119,115036,103287,110141,5144227
2016.6.30,006400,110140,117973,97902,105735,7922311
2016.7.31,006400,105245,114546,100350,103288,4526423
2016.8.31,006400,103776,121889,103287,113078,5392255
2016.9.30,006400,109162,110630,93987,93987,7367011
2016.10.31,006400,94769,96238,87231,92322,5063525
2016.11.30,006400,92713,95259,86252,90364,5389930
2016.12.31,006400,89972,108672,87721,106714,6025455
2017.1.31,006400,101329,115525,99860,113078,5782136
2017.2.28,006400,114056,127763,113077,126295,6203768
2017.3.31,006400,125805,138533,119931,135106,5983837
2017.4.30,006400,135106,138043,129721,134617,2921622
2017.5.31,006400,135596,164476,134126,162029,5219838
2017.6.30,006400,159581,172309,142937,167904,7456674
2017.7.31,006400,168393,187484,160071,164967,8027960
2017.8.31,006400,164966,192869,162518,192380,7235486
2017.9.30,006400,193848,219792,185036,194338,8359851
2017.10.31,006400,198743,215387,186994,201680,6304400
2017.11.30,006400,215386,229092,203638,207555,8001692
2017.12.31,006400,209022,213428,190911,200212,5600200
2018.1.31,006400,203149,222239,191889,192869,9576692
2018.2.28,006400,192868,193847,164476,167414,9540300
2018.3.31,006400,165945,212449,164966,188463,9634220
2018.4.30,006400,195806,199722,170840,179652,5792762
2018.5.31,006400,180631,207065,175246,196296,6663373
2018.6.30,006400,196784,232030,195805,209513,8621778
2018.7.31,006400,210492,238883,202659,224198,8319485
2018.8.31,006400,225177,234967,203149,231051,6650624
2018.9.30,006400,232519,257974,230561,253080,5990583
2018.10.31,006400,254058,255526,209512,230562,9013015
2018.11.30,006400,234478,235946,194826,202170,8740402
2018.12.31,006400,207065,221750,196784,214408,7096788
2019.1.31,006400,217344,234967,189931,218813,8229636
2019.2.28,006400,219302,245736,219302,232520,6460505
2019.3.31,006400,236436,236436,199721,210002,9494834
2019.4.30,006400,213428,232030,210980,231541,5559765
2019.5.31,006400,230071,234477,197274,213918,6328137
2019.6.30,006400,212449,234478,211960,231541,4619470
2019.7.31,006400,234477,244268,220771,243779,4515106
2019.8.31,006400,242309,250631,227134,244268,4826847
2019.9.30,006400,227625,243289,211960,218324,5073850
2019.10.31,006400,216365,228603,213428,222730,4802287
2019.11.30,006400,224687,237904,222729,226156,3905758
2019.12.31,006400,228113,233009,215386,231051,4738476
2020.1.31,006400,232030,290282,221260,270213,8254179
2020.2.29,006400,265807,343640,262380,288814,12754625
2020.3.31,006400,290282,317696,176225,235457,22965355
2020.4.30,006400,234967,298605,217344,280003,16632453
2020.5.31,006400,271681,385248,269723,351472,14965937
2020.6.30,006400,353430,390633,341193,355878,15979021
2020.7.31,006400,362241,395038,356367,389165,11474767
2020.8.31,006400,389654,498327,385738,443012,15616340
2020.9.30,006400,443501,453292,397486,424410,8196829
2020.10.31,006400,424409,444480,397976,432732,6176422
2020.11.30,006400,438116,551194,418046,521824,12388285
2020.12.31,006400,531614,616790,523782,614832,7935427
2021.1.31,006400,646161,798890,626581,718610,13179278
2021.2.28,006400,714693,800848,653993,659868,7334546
2021.3.31,006400,681406,695112,600147,646161,9711085
2021.4.30,006400,655952,697071,625601,640287,7199083
2021.5.31,006400,641266,644203,587418,602105,5704386
2021.6.30,006400,596230,685323,593293,683365,6319396
2021.7.31,006400,687281,753855,686302,725463,6406039
2021.8.31,006400,728399,810639,711756,776373,6427534
2021.9.30,006400,776373,778331,680427,702945,5123942
2021.10.31,006400,694134,748959,640287,718610,5207832
2021.11.30,006400,717631,755813,663783,673574,4640649
2021.12.31,006400,679449,704903,614832,641266,5624568
2013.11.30,006800,8641,9160,8514,8994,4844721
2013.12.31,006800,9091,9091,8417,8701,14241370
2014.1.31,006800,8759,8778,8319,8417,16393414
2014.2.28,006800,8348,8563,7781,8349,22673032
2014.3.31,006800,8368,8436,7771,8016,21440473
2014.4.30,006800,8026,8827,7938,8270,36481042
2014.5.31,006800,8319,8720,8026,8495,23552632
2014.6.30,006800,8465,8651,8250,8525,18424697
2014.7.31,006800,8495,10655,8426,10216,60403147
2014.8.31,006800,10020,11828,9922,11536,53006058
2014.9.30,006800,11535,11926,10411,10509,32576481
2014.10.31,006800,10411,11193,9922,10949,35255329
2014.11.30,006800,10997,11584,10362,10656,31737900
2014.12.31,006800,10558,10753,9570,9610,23135654
2015.1.31,006800,9629,10215,9062,9874,33614275
2015.2.28,006800,9873,10704,9727,10411,22777443
2015.3.31,006800,10558,13197,10215,12660,61233801
2015.4.30,006800,12562,18134,12513,16473,110906236
2015.5.31,006800,16716,16765,13832,13980,74133601
2015.6.30,006800,13832,15885,13344,14908,70250206
2015.7.31,006800,14957,16032,13295,14175,57988853
2015.8.31,006800,14175,14761,11242,12122,50276182
2015.9.30,006800,12024,12953,10558,11633,43689019
2015.10.31,006800,11828,12415,10802,10851,40894938
2015.11.30,006800,10900,11633,9766,10118,28238466
2015.12.31,006800,10264,10949,9248,9258,35665804
2016.1.31,006800,9189,9189,7068,7655,51510116
