date,ticker,open,high,low,close,volume
2019.5.31,012330,232000,240000,208000,217000,4450854
2019.6.30,012330,214000,237000,214000,235500,3319763
2019.7.31,012330,239000,250000,226000,241000,4018297
2019.8.31,012330,246000,249000,228500,248500,4322258
2019.9.30,012330,248500,263500,242500,252000,4018174
2019.10.31,012330,251500,252000,235000,238000,4578280
2019.11.30,012330,237000,260000,236500,245000,5225866
2019.12.31,012330,245000,268500,244000,256000,5103031
2020.1.31,012330,254500,256500,229500,229500,5070673
2020.2.29,012330,227500,243500,208500,210000,4644742
2020.3.31,012330,204500,211500,126000,169500,9840754
2020.4.30,012330,166500,184000,162000,172000,7623858
2020.5.31,012330,168500,200500,167000,198000,5867741
2020.6.30,012330,196000,230000,183500,192000,8344962
2020.7.31,012330,194500,227500,191000,205500,9279560
2020.8.31,012330,208000,245000,203000,224000,11248630
2020.9.30,012330,225000,247500,219500,230000,8860373
2020.10.31,012330,229500,255000,214000,225500,10470889
2020.11.30,012330,227000,252000,224500,244000,8618582
2020.12.31,012330,247500,263000,238500,255500,8955221
2021.1.31,012330,260500,405000,260000,317500,28057355
2021.2.28,012330,314500,365000,302000,303000,13276972
2021.3.31,012330,308500,316000,278000,292000,9068651
2021.4.30,012330,295000,321000,267000,270000,11482146
2021.5.31,012330,271500,285000,270000,280000,7292671
2021.6.30,012330,280500,297500,277000,292000,8713588
2021.7.31,012330,290500,291000,266500,266500,6201476
2021.8.31,012330,268000,279000,249000,277500,4962122
2021.9.30,012330,277500,281500,247000,253000,4776863
2021.10.31,012330,253000,275000,244500,252000,5068905
2021.11.30,012330,252500,258000,220000,220500,5310724
2021.12.31,012330,221500,265500,221500,254500,5315235
2013.11.30,012450,55515,58266,55107,57757,1204835
2013.12.31,012450,57756,58163,53681,55414,3396512
2014.1.31,012450,55515,55922,52968,53988,3614899
2014.2.28,012450,53580,54089,51440,53683,3735618
2014.3.31,012450,53376,59386,53172,58979,4994945
2014.4.30,012450,58673,61118,57043,58979,4271351
2014.5.31,012450,59080,60302,57043,58267,2850004
2014.6.30,012450,58265,58570,51644,53988,3152435
2014.7.31,012450,54190,54190,48537,49455,4751077
2014.8.31,012450,49454,49606,43036,43445,4047755
2014.9.30,012450,43648,43954,34887,35958,5156053
2014.10.31,012450,35600,35855,28163,33412,8710747
2014.11.30,012450,33002,39522,28214,28674,26112324
2014.12.31,012450,28979,29029,23835,24294,14971007
2015.1.31,012450,24191,24344,21644,23377,13806867
2015.2.28,012450,23223,26993,22970,25364,10171669
2015.3.31,012450,25464,27146,22970,24142,10164612
2015.4.30,012450,24141,29692,23224,28216,17120679
2015.5.31,012450,28724,30812,25465,27350,11201457
2015.6.30,012450,27349,35549,27095,29846,23375354
2015.7.31,012450,30303,42628,30202,38810,21494119
2015.8.31,012450,39471,41202,29234,31883,11955852
2015.9.30,012450,31780,37484,30710,31476,8266087
2015.10.31,012450,31780,38707,30456,37995,9547934
2015.11.30,012450,37994,39726,34378,36722,7775421
2015.12.31,012450,36722,38096,33817,36212,4918840
2016.1.31,012450,36212,37893,31016,32901,5223119
2016.2.29,012450,33054,40132,31577,39930,5775354
2016.3.31,012450,40031,41763,36772,41102,8186283
2016.4.30,012450,41100,45736,38859,42477,7435605
2016.5.31,012450,42782,48639,42120,45329,7527848
2016.6.30,012450,45381,50014,44667,49506,7280891
2016.7.31,012450,49557,57043,48487,55109,7566014
2016.8.31,012450,56942,64174,56433,62749,9123295
2016.9.30,012450,62747,66109,59997,64786,5682873
2016.10.31,012450,65091,69879,63155,64990,5863220
2016.11.30,012450,62646,62748,46551,48742,31340705
2016.12.31,012450,49097,49148,41407,44260,12868755
2017.1.31,012450,44666,49404,41967,42477,8005284
2017.2.28,012450,42476,46245,39930,44718,9468451
2017.3.31,012450,44820,50372,44411,47978,10573139
2017.4.30,012450,49504,54700,47518,52970,10711165
2017.5.31,012450,52867,53783,48486,50881,6905449
2017.6.30,012450,50523,51033,43698,45329,7757199
2017.7.31,012450,45787,46041,38912,40643,7412367
2017.8.31,012450,40642,42272,36211,39523,11944191
2017.9.30,012450,39522,40337,32798,33818,6700568
2017.10.31,012450,34275,40491,33461,39116,8287233
2017.11.30,012450,39419,42425,35499,35907,9378819
2017.12.31,012450,35907,36874,34022,36212,6212742
2018.1.31,012450,36669,37892,33206,34277,9722334
2018.2.28,012450,34378,35243,27298,29693,9783189
2018.3.31,012450,29539,31169,27654,30151,7060773
2018.4.30,012450,29997,30353,24395,24549,8071972
2018.5.31,012450,24294,34786,23377,33768,22398075
2018.6.30,012450,34174,34734,23478,23886,9285762
2018.7.31,012450,24192,24956,21644,22970,7437192
2018.8.31,012450,23173,26891,22612,25466,6437541
2018.9.30,012450,25515,29386,25260,25873,6429388
2018.10.31,012450,25922,31118,25413,28980,9190714
2018.11.30,012450,29080,35448,27195,33054,9766832
2018.12.31,012450,33104,34632,31424,33105,4580484
2019.1.31,012450,33003,35855,30659,31985,6118417
2019.2.28,012450,31832,35040,31220,33564,3418434
2019.3.31,012450,33869,36059,32392,35041,4464030
2019.4.30,012450,35448,35957,30763,31476,4635716
2019.5.31,012450,31220,32800,29081,30457,4017529
2019.6.30,012450,30558,34428,30099,33869,3176494
2019.7.31,012450,33869,34327,30762,32800,3017619
2019.8.31,012450,32544,40286,29132,39625,9672909
2019.9.30,012450,39268,45635,39064,42936,7591526
2019.10.31,012450,43292,44412,38096,38504,5327915
2019.11.30,012450,38503,41815,36415,39166,6740484
2019.12.31,012450,39013,39573,34785,35703,4086390
2020.1.31,012450,35957,37127,32951,33105,5218847
2020.2.29,012450,32493,35193,27756,28012,4389686
2020.3.31,012450,27705,29895,15125,20932,9168545
2020.4.30,012450,20523,30050,19607,27401,19407582
2020.5.31,012450,25515,26024,23275,24752,7796757
2020.6.30,012450,25261,31679,24344,25058,35493992
2020.7.31,012450,25160,29030,23783,24752,10001319
2020.8.31,012450,24649,28317,24598,26280,10945759
2020.9.30,012450,26076,31576,25210,25873,13629679
2020.10.31,012450,26127,28012,25464,25567,4594460
2020.11.30,012450,25566,29131,25465,26892,7670726
2020.12.31,012450,27247,29947,26280,29031,8898596
2021.1.31,012450,29437,47518,29030,41407,34903406
2021.2.28,012450,40999,46550,36772,37588,16608310
2021.3.31,012450,39471,43139,36670,41662,14345138
2021.4.30,012450,41661,43444,38249,39320,8677550
2021.5.31,012450,39471,50676,36873,47672,21509976
2021.6.30,012450,47417,52255,46755,47876,13179958
2021.7.31,012450,47773,56330,47315,52766,14987524
2021.8.31,012450,52969,57655,47874,51849,11146742
2021.9.30,012450,51644,53681,48741,51136,6542619
2021.10.31,012450,50830,54293,45125,45839,14524646
2021.11.30,012450,45634,46093,40897,41407,8390393
2021.12.31,012450,41254,50167,41050,48895,8767944
2013.11.30,015760,32850,33100,31850,32000,8622405
2013.12.31,015760,32200,34900,30400,34750,31540947
2014.1.31,015760,34800,36500,33250,35300,29610194
2014.2.28,015760,35100,37950,34700,37000,24358644
2014.3.31,015760,36600,38400,36100,36450,21141858
2014.4.30,015760,36500,40500,36500,39500,24481268
2014.5.31,015760,40400,42100,38300,39100,26831351
2014.6.30,015760,39450,40150,36650,37300,28387267
2014.7.31,015760,37200,43650,36750,42450,26494334
2014.8.31,015760,42450,44850,40750,42200,27703883
2014.9.30,015760,42300,48550,41650,48200,39331432
2014.10.31,015760,48700,50200,45300,46450,56655073
2014.11.30,015760,47100,48950,43150,46000,34392894
2014.12.31,015760,46250,47700,40050,42700,45082620
2015.1.31,015760,42350,44150,38750,43200,29599132
2015.2.28,015760,42900,46200,40800,44700,22705355
2015.3.31,015760,45300,46200,42200,46000,24783843
2015.4.30,015760,46000,48900,42800,46850,26502479
2015.5.31,015760,46850,48650,45350,46200,16911001
2015.6.30,015760,46300,47650,40800,45800,26095277
2015.7.31,015760,46200,50900,45800,50900,20411938
2015.8.31,015760,50500,53100,46750,48000,24710655
2015.9.30,015760,47950,49700,45600,49000,19118046
2015.10.31,015760,49050,54000,47450,51400,16404722
2015.11.30,015760,51200,53600,48600,48950,19770721
2015.12.31,015760,49250,50500,47300,50000,19242453
2016.1.31,015760,50100,53300,48700,52600,20252287
2016.2.29,015760,53700,61200,51700,58700,24068365
2016.3.31,015760,59800,60600,54500,60200,24652017
2016.4.30,015760,59500,63600,57400,61800,17318608
2016.5.31,015760,61300,63700,59200,62900,18717462
2016.6.30,015760,62300,62600,56400,60400,21361877
2016.7.31,015760,60300,62600,58500,61300,14653773
2016.8.31,015760,61200,63600,57000,58000,24895435
2016.9.30,015760,58300,60500,54000,54000,19839204
2016.10.31,015760,53600,54500,48250,49250,33639129
2016.11.30,015760,49950,50200,45000,46500,34208741
2016.12.31,015760,46100,47100,43000,44050,31212352
2017.1.31,015760,44200,44800,41900,42450,25669891
2017.2.28,015760,42550,44600,40050,43600,32197847
2017.3.31,015760,43500,49000,41050,46450,47425873
2017.4.30,015760,46800,47050,44000,45350,24408732
2017.5.31,015760,45350,45850,41100,42700,38140099
2017.6.30,015760,43200,44450,40350,40800,33239114
2017.7.31,015760,40700,45700,40500,44550,28794427
2017.8.31,015760,44400,45100,42900,42900,19677245
2017.9.30,015760,43150,43400,37900,39000,22219246
2017.10.31,015760,39400,43150,37000,39200,31936430
2017.11.30,015760,38700,39250,37150,37500,21162944
2017.12.31,015760,37550,39500,37300,38150,22944177
2018.1.31,015760,37800,38050,34500,35750,29676239
2018.2.28,015760,35750,36400,32400,33100,23736457
2018.3.31,015760,33100,33400,30600,32850,26144453
2018.4.30,015760,32850,37750,32800,37450,41279422
2018.5.31,015760,37700,38300,33150,33150,27480986
2018.6.30,015760,33150,36000,31300,32000,29827723
2018.7.31,015760,32000,33700,30550,33300,29950840
2018.8.31,015760,32750,32750,30200,30500,26152952
2018.9.30,015760,30450,30650,28650,29350,19324336
2018.10.31,015760,29250,29550,23850,27100,37546439
2018.11.30,015760,27150,30900,26350,29700,30753924
2018.12.31,015760,29850,34500,29650,33100,32338673
2019.1.31,015760,33150,35600,32300,34500,36526591
2019.2.28,015760,34400,35600,32850,34850,20799258
2019.3.31,015760,34700,36000,29750,29900,23966287
2019.4.30,015760,29750,30600,27700,28300,33981243
2019.5.31,015760,28200,28400,24500,26000,30284634
2019.6.30,015760,26350,27000,25100,25550,23886383
2019.7.31,015760,25600,28100,25050,27900,28100796
2019.8.31,015760,27700,27900,24600,25550,23324317
2019.9.30,015760,26750,27200,24800,25900,24231475
2019.10.31,015760,26100,26500,25050,25450,22610109
2019.11.30,015760,25450,28700,25200,27900,39114956
2019.12.31,015760,27800,29500,27150,27800,32611998
2020.1.31,015760,28100,28700,25300,25350,23898269
2020.2.29,015760,25100,26700,21150,21300,42891301
2020.3.31,015760,21200,23700,15550,19250,98761788
2020.4.30,015760,19000,24800,18500,23850,76739588
2020.5.31,015760,23100,23500,21050,21600,55017955
2020.6.30,015760,21650,22900,18950,19500,60226330
2020.7.31,015760,19600,20250,18700,19100,65967723
2020.8.31,015760,19200,22700,18950,20500,112323482
2020.9.30,015760,20650,21600,19700,20400,56573154
2020.10.31,015760,20550,22250,19900,19950,57407676
2020.11.30,015760,20100,22950,20050,21450,89590101
2020.12.31,015760,21550,30050,21400,27400,207370668
2021.1.31,015760,27600,27950,22800,22850,112292547
2021.2.28,015760,22850,24550,22500,22700,63811600
2021.3.31,015760,22950,25100,22600,23150,71907250
2021.4.30,015760,23200,24950,23150,23650,57702495
2021.5.31,015760,23500,26800,23050,25800,88186508
2021.6.30,015760,25800,27450,24200,24850,102023095
2021.7.31,015760,24850,25800,24000,24900,45438861
2021.8.31,015760,25000,25600,23600,24000,38115509
2021.9.30,015760,23950,25500,23100,23550,43377825
2021.10.31,015760,23400,23850,22150,22600,28948307
2021.11.30,015760,22650,23850,20750,20750,35282104
2021.12.31,015760,20900,23100,20650,22100,35085645
2013.11.30,016360,42872,44133,42484,43891,1063797
2013.12.31,016360,43842,43939,42242,42727,3204715
2014.1.31,016360,42775,43163,41902,42145,4960515
2014.2.28,016360,42096,42096,36179,38411,15622416
2014.3.31,016360,38362,38604,34288,37877,9963036
2014.4.30,016360,37780,41223,37440,38168,8503432
2014.5.31,016360,38459,42581,35888,39817,8998597
2014.6.30,016360,39962,43697,39623,42970,6297345
2014.7.31,016360,42824,48983,42484,47529,7841062
2014.8.31,016360,46946,49274,44521,48062,6771083
2014.9.30,016360,47965,48353,41999,42776,5081558
2014.10.31,016360,42484,47528,39817,46365,7008181
2014.11.30,016360,46267,51214,46219,47917,6256884
2014.12.31,016360,47722,48450,43212,43212,4382824
2015.1.31,016360,43260,46946,40981,46171,5061168
2015.2.28,016360,45831,47528,43842,46268,3299713
2015.3.31,016360,46461,52572,42387,50438,9203647
2015.4.30,016360,49856,65763,49662,63533,17791436
2015.5.31,016360,64212,64406,54221,56646,12240150
2015.6.30,016360,56064,60429,52281,52960,11015938
2015.7.31,016360,53251,55482,46849,51020,9799783
2015.8.31,016360,51214,51408,40981,43843,10059771
2015.9.30,016360,43503,48886,41223,44085,9420321
2015.10.31,016360,44327,48789,43357,46850,8604808
2015.11.30,016360,46607,47771,42436,42921,5216541
2015.12.31,016360,43357,43357,39138,40496,5192440
2016.1.31,016360,40302,40350,33221,36471,8732992
2016.2.29,016360,37052,38895,33269,37877,7463883
2016.3.31,016360,38701,41514,38313,38750,7401647
2016.4.30,016360,38798,39914,36276,38217,6190095
2016.5.31,016360,37974,38119,33560,34579,6215025
2016.6.30,016360,34530,36228,32736,34240,6553501
2016.7.31,016360,34482,37440,33706,36665,5531762
2016.8.31,016360,36955,37343,33948,33997,5719660
2016.9.30,016360,33948,35112,33463,33561,3845272
2016.10.31,016360,33657,34821,33027,33512,9878411
2016.11.30,016360,33463,34142,31087,31088,4812781
2016.12.31,016360,31136,32784,30651,30748,5058755
2017.1.31,016360,30893,32800,30457,32400,5274370
2017.2.28,016360,32550,34150,31800,33150,5516133
2017.3.31,016360,33500,35400,32050,33650,8311298
2017.4.30,016360,33650,36100,32300,34600,6207992
2017.5.31,016360,34650,40500,34650,40150,8982526
2017.6.30,016360,39950,41700,38700,41300,9116676
2017.7.31,016360,41450,42300,39350,40550,5953772
2017.8.31,016360,40550,41350,36100,36550,5776409
2017.9.30,016360,36600,37050,34000,34550,4630972
2017.10.31,016360,34800,37550,34550,35600,4564670
2017.11.30,016360,35650,39400,35500,36400,7008892
2017.12.31,016360,36700,37600,35850,36600,4556094
2018.1.31,016360,36600,44450,36400,43550,10277691
2018.2.28,016360,43650,44000,39300,39600,6836630
2018.3.31,016360,39000,42350,38050,39350,6254283
2018.4.30,016360,39750,40050,34600,37100,43726931
2018.5.31,016360,36900,38450,35650,36900,9995368
2018.6.30,016360,36600,38350,33900,34750,7038827
2018.7.31,016360,34800,35600,31800,32500,5416938
2018.8.31,016360,32600,33150,30850,32350,4965329
2018.9.30,016360,32250,32800,31000,32650,4535250
2018.10.31,016360,32750,32850,26000,26750,6573332
2018.11.30,016360,26850,31250,26450,31150,6684456
2018.12.31,016360,31300,33500,30700,31500,5934595
2019.1.31,016360,31250,34600,29800,33450,6266505
2019.2.28,016360,33800,36000,33000,34650,5108058
2019.3.31,016360,34800,35450,32250,33300,4224534
2019.4.30,016360,33150,37800,33050,35650,5143852
2019.5.31,016360,35400,36200,33650,35350,4285942
2019.6.30,016360,35400,39500,34750,39100,5597428
2019.7.31,016360,39200,39500,36350,36600,5419608
2019.8.31,016360,36500,37200,33600,35300,4561068
2019.9.30,016360,34950,36850,34450,35350,3054195
2019.10.31,016360,35350,35750,33600,33600,3265516
2019.11.30,016360,33550,36600,33250,36100,3733684
2019.12.31,016360,36000,39700,35600,38600,4583647
2020.1.31,016360,38600,38650,35250,35250,4906709
2020.2.29,016360,35050,36700,32750,33100,5335601
2020.3.31,016360,33200,35200,20450,29350,14798666
2020.4.30,016360,29350,30750,26300,30100,12374777
2020.5.31,016360,29200,29700,27000,27950,10988863
2020.6.30,016360,28200,33050,25900,26350,16683280
2020.7.31,016360,26500,30650,26200,28950,10562800
2020.8.31,016360,29150,34050,28800,30150,16146553
2020.9.30,016360,30250,32800,29150,30600,10066411
2020.10.31,016360,30600,34600,30400,32100,9534134
2020.11.30,016360,32200,40750,32200,39450,12630855
2020.12.31,016360,39600,43800,39600,40450,13418432
2021.1.31,016360,40400,47250,37750,37750,20707024
2021.2.28,016360,37500,40250,36100,36550,8294530
2021.3.31,016360,37300,40000,36500,39450,9057554
2021.4.30,016360,39800,43950,39000,42650,11498971
2021.5.31,016360,42750,47450,40900,47450,11503004
2021.6.30,016360,47500,47650,43400,44950,7433864
2021.7.31,016360,45000,45100,42450,44250,5633042
2021.8.31,016360,44450,50200,43800,49450,9385985
2021.9.30,016360,49050,50900,46600,47900,5188709
2021.10.31,016360,47200,49300,45400,47350,4385788
2021.11.30,016360,47450,49000,43800,44350,5456604
2021.12.31,016360,44400,50500,43900,44900,11923109
2013.11.30,020150,10456,11037,10311,10650,1727798
2013.12.31,020150,10698,10795,9226,10311,5992640
2014.1.31,020150,10311,11230,9923,10359,6202491
2014.2.28,020150,10262,12731,9681,12441,10250377
2014.3.31,020150,12344,13360,11375,11908,9642128
2014.4.30,020150,12005,12247,10553,10747,6127187
2014.5.31,020150,10795,11133,9546,9972,2910308
2014.6.30,020150,9972,11375,8936,10553,6692628
2014.7.31,020150,10601,12102,9778,10166,8228667
2014.8.31,020150,9972,11424,9207,10940,5489069
2014.9.30,020150,11085,11085,9304,9382,3352561
2014.10.31,020150,9304,9459,7077,7600,5956198
2014.11.30,020150,7658,8481,7638,7765,3515840
2014.12.31,020150,7774,7793,6661,6913,2640551
2015.1.31,020150,6854,7309,6244,7126,4225082
2015.2.28,020150,7067,9371,7009,8530,5338431
2015.3.31,020150,8490,8955,7755,8384,3310650
2015.4.30,020150,8403,9420,7900,7929,4617823
2015.5.31,020150,8026,8045,7174,7832,2730744
2015.6.30,020150,7832,8035,6670,6845,2104239
2015.7.31,020150,6825,7871,6554,6690,2666341
2015.8.31,020150,6631,7348,5421,5935,2388270
2015.9.30,020150,5934,8994,5760,8559,8053845
2015.10.31,020150,8471,8771,7493,8007,8255397
2015.11.30,020150,7968,9129,6854,8956,6466812
2015.12.31,020150,9023,12295,8878,11618,18551369
2016.1.31,020150,12150,13748,10649,11570,16481980
2016.2.29,020150,11618,12247,10262,11086,7020681
2016.3.31,020150,11230,13118,10601,12344,11003679
2016.4.30,020150,12440,15393,11908,14958,14026839
2016.5.31,020150,14812,16362,14232,16265,7553245
2016.6.30,020150,16313,19314,15539,17863,13215624
2016.7.31,020150,17959,19024,16313,16556,9096403
2016.8.31,020150,16604,18395,15635,17427,8180233
2016.9.30,020150,17233,17330,15006,15442,4181735
2016.10.31,020150,15781,17523,15345,15588,5569076
2016.11.30,020150,15539,16071,11133,11618,9664832
2016.12.31,020150,11763,13651,10795,13506,5911727
2017.1.31,020150,12925,13070,11618,12199,4826193
2017.2.28,020150,12247,15103,12247,14813,9063676
2017.3.31,020150,14958,17039,13312,16410,8705375
2017.4.30,020150,16555,17233,15684,16314,5106875
2017.5.31,020150,16313,22945,16313,21881,10814376
2017.6.30,020150,21880,32627,21202,30933,14271615
2017.7.31,020150,31417,43470,27786,37450,28089985
2017.8.31,020150,37700,44700,34450,40850,22511931
2017.9.30,020150,41600,45100,33700,35050,24981628
2017.10.31,020150,35400,36950,30750,32250,10155496
2017.11.30,020150,32700,42900,31200,39700,28132906
2017.12.31,020150,39700,40200,34200,38300,8087053
2018.1.31,020150,38600,41300,35450,38850,11684813
2018.2.28,020150,39050,39050,31550,32600,6486518
2018.3.31,020150,32000,39250,31950,37300,9791262
2018.4.30,020150,38000,38900,32300,33450,6350732
2018.5.31,020150,33500,36200,31500,34650,4757199
2018.6.30,020150,34550,45250,34550,42350,13748370
2018.7.31,020150,41700,57700,39800,53100,17585598
2018.8.31,020150,53500,60100,47350,55400,16307802
2018.9.30,020150,55600,59200,53100,53500,9695339
2018.10.31,020150,53500,55300,41500,45450,10375145
2018.11.30,020150,45900,50400,37500,38550,16183919
2018.12.31,020150,39150,41800,35750,41000,9674304
2019.1.31,020150,41300,42700,36350,40550,9560297
2019.2.28,020150,40750,45150,40700,40750,6800952
2019.3.31,020150,41000,42400,35900,37100,7858954
2019.4.30,020150,37200,40150,36700,37300,5190476
2019.5.31,020150,37050,38800,30950,34750,6124331
2019.6.30,020150,34450,38250,34200,37350,7380825
2019.7.31,020150,37950,41500,35200,37600,9278879
2019.8.31,020150,37450,44800,33200,42650,10471136
2019.9.30,020150,41900,42950,35950,37400,7092481
2019.10.31,020150,37100,39650,34650,39300,7178415
2019.11.30,020150,39700,42200,37800,39300,7577723
2019.12.31,020150,39500,43650,35900,42750,6217894
2020.1.31,020150,43500,52800,40550,48000,10971859
2020.2.29,020150,47050,54400,46200,46350,10378982
2020.3.31,020150,46750,49950,21700,31400,23667122
2020.4.30,020150,31000,41750,29600,39850,17396441
2020.5.31,020150,38650,51100,38550,46650,13562441
2020.6.30,020150,46700,54400,44500,49600,18770354
2020.7.31,020150,50200,54500,48200,50700,11434009
2020.8.31,020150,51200,57900,47950,49850,16611556
2020.9.30,020150,49950,52900,40300,45150,7434946
2020.10.31,020150,45350,47700,40350,42700,6026847
2020.11.30,020150,42500,48650,42000,46800,7631646
2020.12.31,020150,47000,51900,45250,50900,9224687
2021.1.31,020150,52000,73500,50900,71400,16593831
2021.2.28,020150,71600,82300,67600,69900,12196043
2021.3.31,020150,71600,72400,60400,67900,8275168
2021.4.30,020150,68600,79700,67400,69100,6615468
2021.5.31,020150,68500,70000,63100,65700,3861804
2021.6.30,020150,66000,74400,65400,73000,5989177
2021.7.31,020150,73000,86300,69500,80400,11546597
2021.8.31,020150,80500,89200,73100,75700,7829062
2021.9.30,020150,76400,108000,72400,104000,16292085
2021.10.31,020150,102500,118000,95900,100500,13531037
2021.11.30,020150,100500,148000,94700,128500,15499182
2021.12.31,020150,129500,136000,113000,135000,8351863
2013.11.30,021240,62900,67000,62600,66200,595004
2013.12.31,021240,66900,67200,61900,66400,2987589
2014.1.31,021240,67000,70000,62800,69400,2860114
2014.2.28,021240,69300,71300,65500,68300,2868481
2014.3.31,021240,68500,77200,67900,74700,4985902
2014.4.30,021240,74700,84300,72700,81500,5968214
2014.5.31,021240,81500,88000,79400,85800,3793432
2014.6.30,021240,85800,87200,79900,84700,4043400
2014.7.31,021240,84400,94900,83700,88900,4784902
2014.8.31,021240,88200,94500,83800,85100,3363376
2014.9.30,021240,85000,87200,81100,84300,3535031
2014.10.31,021240,83400,93300,79200,81600,4828342
2014.11.30,021240,82400,88300,81000,86400,3124608
2014.12.31,021240,85700,89900,82100,84200,3256460
2015.1.31,021240,82700,89500,77500,87800,3789035
2015.2.28,021240,87800,89800,75000,86200,3864408
2015.3.31,021240,85800,93600,83200,91500,3785420
2015.4.30,021240,92400,106000,89100,90300,4558450
2015.5.31,021240,88500,95700,86000,91500,2454597
2015.6.30,021240,90400,94000,84400,91400,3148851
2015.7.31,021240,90700,103000,87200,97800,3750453
2015.8.31,021240,97200,107000,81100,84400,6257831
2015.9.30,021240,84000,86200,78500,83700,4018866
2015.10.31,021240,82400,98500,82400,85200,3326703
2015.11.30,021240,86500,97000,79500,84500,4569775
2015.12.31,021240,84700,90900,81100,84100,2728911
2016.1.31,021240,83500,99200,83300,97500,2981917
2016.2.29,021240,97000,102000,93100,97500,2927435
2016.3.31,021240,97600,100500,89700,96500,3254505
2016.4.30,021240,96500,100500,92000,98600,2853358
2016.5.31,021240,98500,106000,95700,103000,2999226
2016.6.30,021240,101500,113500,99000,104500,3201390
2016.7.31,021240,104000,108500,84300,85700,6288232
2016.8.31,021240,85100,95800,80600,83400,7585787
2016.9.30,021240,82500,101000,81800,95400,4373706
2016.10.31,021240,95900,98200,88400,89600,3044086
2016.11.30,021240,90800,95700,82900,84500,4081972
2016.12.31,021240,85000,92800,84300,88300,2757380
2017.1.31,021240,88900,93400,85300,87500,2750526
2017.2.28,021240,88800,90900,84800,89500,2875810
2017.3.31,021240,90400,97400,86000,96200,3227998
2017.4.30,021240,96300,104500,95300,100500,2864312
2017.5.31,021240,101000,112500,97000,100500,9068933
2017.6.30,021240,100000,106500,100000,104000,2704940
2017.7.31,021240,104500,106000,95100,99100,3170477
2017.8.31,021240,98500,101000,95200,98800,2862539
2017.9.30,021240,98000,99400,91400,94000,2615069
2017.10.31,021240,95700,100000,92500,97300,2340003
2017.11.30,021240,95300,104000,95200,95900,3330790
2017.12.31,021240,97200,111500,94600,97700,3462682
2018.1.31,021240,97800,100500,90700,95200,3218990
2018.2.28,021240,94600,96500,82200,86600,3529780
2018.3.31,021240,87100,92700,83300,89800,3371481
2018.4.30,021240,89000,91200,85800,87500,2046907
2018.5.31,021240,89300,93700,84600,87300,3240406
2018.6.30,021240,87300,95400,83900,86600,2782695
2018.7.31,021240,86100,96500,80500,93800,3805551
2018.8.31,021240,95100,95900,89000,91400,2212020
2018.9.30,021240,91800,95900,80400,86800,7882705
2018.10.31,021240,86600,88100,60100,70300,7708574
2018.11.30,021240,69100,79400,62900,78400,4574239
2018.12.31,021240,78200,79000,72700,74100,3608169
2019.1.31,021240,74500,85900,73200,83400,3447270
2019.2.28,021240,83900,94600,81900,94600,2936574
2019.3.31,021240,95000,97700,89800,94500,21099305
2019.4.30,021240,94500,95900,85500,87800,4615600
2019.5.31,021240,87900,88000,74000,80100,4574374
2019.6.30,021240,80000,92100,76800,77400,4150349
2019.7.31,021240,78100,88700,74700,83900,4360859
2019.8.31,021240,86100,90000,78700,84200,3536547
2019.9.30,021240,83500,85500,79300,84600,2548516
2019.10.31,021240,84700,100000,80500,91800,5443419
2019.11.30,021240,92300,97700,88500,89600,3499781
2019.12.31,021240,89900,95000,88500,93100,2914769
2020.1.31,021240,92500,93500,86400,87800,3342090
2020.2.29,021240,88300,92200,67000,68900,25982271
2020.3.31,021240,69400,72700,47200,57800,7889764
2020.4.30,021240,56000,66300,54700,61400,5395042
2020.5.31,021240,61400,72000,59000,66600,7048220
2020.6.30,021240,67100,78000,66700,72200,6050688
2020.7.31,021240,72300,82700,70000,76700,4847461
2020.8.31,021240,75600,93300,73700,79800,5337981
2020.9.30,021240,79000,82700,73700,79300,3248812
2020.10.31,021240,81200,84900,68000,69400,3971840
2020.11.30,021240,69600,76800,69400,69400,4793405
2020.12.31,021240,70700,72900,69500,72700,4605247
2021.1.31,021240,73000,76500,69600,69700,6151712
2021.2.28,021240,70400,73000,64600,64700,5526200
2021.3.31,021240,64900,68300,63800,65500,6818910
2021.4.30,021240,65600,68900,65000,66900,6336909
2021.5.31,021240,67500,85100,66500,83200,9136869
2021.6.30,021240,83300,83900,76500,78700,4472609
2021.7.31,021240,79500,89100,74800,85800,4751019
2021.8.31,021240,86600,87000,72200,78200,5359714
2021.9.30,021240,77000,81100,72100,74200,3129888
2021.10.31,021240,73500,84700,72000,79400,3453525
2021.11.30,021240,79100,83900,67500,67700,3200279
2021.12.31,021240,69300,79500,68500,74400,3080405
2013.11.30,024110,11900,12000,11400,11450,33196174
2013.12.31,024110,11500,12350,11200,12150,52811939
2014.1.31,024110,12200,12750,11850,12500,24002473
2014.2.28,024110,12400,13750,12050,13600,22926232
2014.3.31,024110,13500,13800,12600,13500,19877354
2014.4.30,024110,13250,13450,12300,12700,42854494
2014.5.31,024110,12700,14300,12600,14000,25631047
2014.6.30,024110,13900,14150,13050,13500,19415839
2014.7.31,024110,13500,16900,12800,15400,79246599
2014.8.31,024110,15200,17900,15200,17600,35294135
2014.9.30,024110,17500,18350,15900,15950,21512689
2014.10.31,024110,16050,16500,14850,15650,26593366
2014.11.30,024110,15600,17150,14750,15050,26292719
2014.12.31,024110,15000,15500,13850,14100,52943489
2015.1.31,024110,13900,14100,12650,12950,31129317
